"","status","family","pval","qval","genes","num_cells_expressed"
"eGFP","OK","negbinomial.size",3.33230578187443e-36,4.37781672093753e-34,"eGFP",400
"Cdc45","OK","negbinomial.size",7.16452783165463e-13,1.79998057794479e-11,"Cdc45",92
"Scmh1","OK","negbinomial.size",0.000483654975431193,0.00343267110306033,"Scmh1",222
"Ngfr","OK","negbinomial.size",0.00312746088373457,0.0172846348228135,"Ngfr",43
"Gna12","OK","negbinomial.size",0.00352109024535493,0.0190966683169707,"Gna12",239
"Igsf5","OK","negbinomial.size",4.35550634882757e-07,5.50417295304743e-06,"Igsf5",20
"Ccnd2","OK","negbinomial.size",5.49109561492484e-06,5.8245330441911e-05,"Ccnd2",352
"Drp2","OK","negbinomial.size",4.83415117893161e-25,3.20885866677292e-23,"Drp2",129
"Tspan32","OK","negbinomial.size",9.12051876885677e-15,2.77175861958606e-13,"Tspan32",11
"Gmpr","OK","negbinomial.size",1.93913480279982e-14,5.76801135210174e-13,"Gmpr",117
"Mid2","OK","negbinomial.size",0.000961854435968884,0.00624339070840945,"Mid2",11
"Trim25","OK","negbinomial.size",1.30402113914569e-05,0.000128788681338336,"Trim25",77
"Cdh4","OK","negbinomial.size",1.86374816622389e-10,3.61624490344857e-09,"Cdh4",27
"Comt","OK","negbinomial.size",0.00249975933462646,0.014317422674073,"Comt",247
"Rnf17","OK","negbinomial.size",0.00362922960079486,0.0196193072118409,"Rnf17",13
"Tbrg4","OK","negbinomial.size",0.010127345792037,0.045616458974704,"Tbrg4",175
"Egfl6","OK","negbinomial.size",2.94171787835248e-15,9.32184569894006e-14,"Egfl6",61
"Cttnbp2","OK","negbinomial.size",0.00175557127685017,0.0105661673836806,"Cttnbp2",98
"Galnt1","OK","negbinomial.size",0.00666181162880212,0.0328454918930619,"Galnt1",290
"Hnrnpd","OK","negbinomial.size",0.000198818509823917,0.00156718690368703,"Hnrnpd",356
"Gm2a","OK","negbinomial.size",1.56496306054089e-23,9.39872100930558e-22,"Gm2a",372
"Hk2","OK","negbinomial.size",0.000639770434917055,0.00440195566021489,"Hk2",254
"Kat2b","OK","negbinomial.size",0.010992218635443,0.0487289495361009,"Kat2b",65
"Rpa1","OK","negbinomial.size",8.46423219469781e-05,0.000725209894290277,"Rpa1",220
"Serpinf1","OK","negbinomial.size",0.000716905883487141,0.00485586305184738,"Serpinf1",237
"Ddx3x","OK","negbinomial.size",0.0104846966132119,0.0468578999595424,"Ddx3x",394
"Car4","OK","negbinomial.size",7.85919806388635e-20,3.52740946554216e-18,"Car4",20
"Bcl11a","OK","negbinomial.size",1.68725845030862e-12,4.08439607971061e-11,"Bcl11a",104
"Mmp11","OK","negbinomial.size",0.00476370073451959,0.0246979618368113,"Mmp11",190
"Hoxa4","OK","negbinomial.size",0.000945382997029372,0.00614279771176426,"Hoxa4",20
"Slc7a7","OK","negbinomial.size",0.000193531388311279,0.00153125336849551,"Slc7a7",24
"Ilf2","OK","negbinomial.size",3.41143276961584e-05,0.000312909018839236,"Ilf2",388
"Epn2","OK","negbinomial.size",1.03398688969873e-11,2.34122848346146e-10,"Epn2",144
"Luzp1","OK","negbinomial.size",0.000503725026761094,0.00356508419613408,"Luzp1",220
"Col6a1","OK","negbinomial.size",0.00024643083533011,0.00189511322877034,"Col6a1",101
"Lgals9","OK","negbinomial.size",4.13408724011099e-11,8.64661828727692e-10,"Lgals9",40
"Ocrl","OK","negbinomial.size",0.00773909385792342,0.0369437743134482,"Ocrl",108
"Uhrf1","OK","negbinomial.size",2.44629586970779e-12,5.85439914777129e-11,"Uhrf1",248
"Lsr","OK","negbinomial.size",0.00160855763056452,0.00980054533172932,"Lsr",187
"Ckb","OK","negbinomial.size",0.0025260441521897,0.0144482851915721,"Ckb",57
"Efnb2","OK","negbinomial.size",0.00555197607311523,0.0281550149715036,"Efnb2",163
"Rnd2","OK","negbinomial.size",5.37387148920531e-07,6.69054957767595e-06,"Rnd2",101
"Fndc5","OK","negbinomial.size",5.43064862606827e-29,4.82333383605444e-27,"Fndc5",145
"Acp5","OK","negbinomial.size",3.83498003628547e-09,6.44653605735405e-08,"Acp5",39
"Ube2c","OK","negbinomial.size",7.48203728669487e-20,3.39436885826603e-18,"Ube2c",121
"Cct3","OK","negbinomial.size",0.000405007583368079,0.00293898483396905,"Cct3",364
"Kpnb1","OK","negbinomial.size",3.13261907093962e-05,0.000288173535541141,"Kpnb1",332
"Cyp51","OK","negbinomial.size",0.0011391001995681,0.00726305951312079,"Cyp51",180
"Tubb6","OK","negbinomial.size",5.76255814250358e-13,1.46822996552031e-11,"Tubb6",111
"Meox1","OK","negbinomial.size",3.82066650662526e-15,1.20165201949022e-13,"Meox1",17
"Col1a1","OK","negbinomial.size",1.87430779388709e-10,3.63114744953979e-09,"Col1a1",224
"Foxm1","OK","negbinomial.size",1.15578161244299e-07,1.58614991252786e-06,"Foxm1",93
"Nrip2","OK","negbinomial.size",0.000194544829235482,0.00153735054333423,"Nrip2",43
"Tubb5","OK","negbinomial.size",4.7688746120249e-10,8.84485979512618e-09,"Tubb5",423
"Stk38l","OK","negbinomial.size",0.00267568866038962,0.0151530244206708,"Stk38l",259
"Hoxc8","OK","negbinomial.size",0.00761946876748631,0.036513459759805,"Hoxc8",194
"Gstt1","OK","negbinomial.size",1.07764480756297e-07,1.48376160622098e-06,"Gstt1",69
"Gstt3","OK","negbinomial.size",0.000440360785306835,0.00316818609486012,"Gstt3",54
"Ubl3","OK","negbinomial.size",4.17953551068277e-09,7.00030569199616e-08,"Ubl3",315
"Cldn15","OK","negbinomial.size",0.00648449458607597,0.0320967212400275,"Cldn15",16
"Tcirg1","OK","negbinomial.size",0.00482563517591019,0.0249839535462148,"Tcirg1",76
"Tspan33","OK","negbinomial.size",0.000735695316294784,0.0049594949816177,"Tspan33",25
"Rin2","OK","negbinomial.size",2.78432755400316e-11,6.01964762550206e-10,"Rin2",177
"Pwp1","OK","negbinomial.size",2.4885331273793e-05,0.00023421925225752,"Pwp1",181
"Capns1","OK","negbinomial.size",1.5735355817448e-05,0.000153483609875989,"Capns1",319
"Folr1","OK","negbinomial.size",3.79029746690251e-19,1.62596026029165e-17,"Folr1",107
"Sept7","OK","negbinomial.size",0.00177274817392784,0.0106213301518185,"Sept7",411
"Aif1l","OK","negbinomial.size",2.44777356929706e-44,4.28768336888535e-42,"Aif1l",126
"Ltbp1","OK","negbinomial.size",0.000155312833498387,0.00125564452312926,"Ltbp1",288
"Ugp2","OK","negbinomial.size",0.00176036836798055,0.0105722694557004,"Ugp2",245
"Kcnh6","OK","negbinomial.size",4.17241967298299e-14,1.17461064543887e-12,"Kcnh6",16
"Grik3","OK","negbinomial.size",2.0808888189989e-07,2.77129564785788e-06,"Grik3",49
"Pnck","OK","negbinomial.size",1.18148571554411e-15,3.82074303703651e-14,"Pnck",52
"Tmem25","OK","negbinomial.size",0.00232795505594546,0.0134741483091254,"Tmem25",27
"Spag5","OK","negbinomial.size",4.97403075723192e-17,1.81833263507852e-15,"Spag5",86
"Ccne1","OK","negbinomial.size",1.13931753756513e-16,4.02495035959983e-15,"Ccne1",68
"Mybpc3","OK","negbinomial.size",1.28379541831708e-05,0.00012738967597022,"Mybpc3",11
"Acp2","OK","negbinomial.size",0.00052789106912932,0.00370699452330678,"Acp2",273
"Celf2","OK","negbinomial.size",0.00156123037706021,0.00954909675823634,"Celf2",151
"Stat6","OK","negbinomial.size",3.56609026324231e-07,4.5660436954327e-06,"Stat6",90
"Paxip1","OK","negbinomial.size",0.00332511861778612,0.0182490844245076,"Paxip1",188
"Mov10","OK","negbinomial.size",2.89728317458208e-05,0.000268482993371265,"Mov10",255
"Peg3","OK","negbinomial.size",2.85404064188654e-11,6.15301890179027e-10,"Peg3",413
"Zim1","OK","negbinomial.size",2.10926212558672e-09,3.64399648253624e-08,"Zim1",161
"Angptl4","OK","negbinomial.size",2.64300473907575e-08,3.94480186618027e-07,"Angptl4",148
"Dbf4","OK","negbinomial.size",5.47645055502805e-07,6.81153790927157e-06,"Dbf4",117
"Irf9","OK","negbinomial.size",0.00738367425151851,0.0356246746978391,"Irf9",97
"Slc25a42","OK","negbinomial.size",7.14795470561443e-08,1.00501677533121e-06,"Slc25a42",48
"Prpf6","OK","negbinomial.size",4.20420174182722e-05,0.000379823727563932,"Prpf6",248
"Abhd3","OK","negbinomial.size",6.31055256389752e-10,1.151789999072e-08,"Abhd3",97
"Snrpd1","OK","negbinomial.size",0.00984818627398851,0.0446139817843187,"Snrpd1",397
"Axl","OK","negbinomial.size",5.7862612168407e-05,0.000510323961306258,"Axl",282
"Akap8l","OK","negbinomial.size",0.0025960647359231,0.0147817464783125,"Akap8l",243
"Prkd1","OK","negbinomial.size",0.00663054463701299,0.0327293274602487,"Prkd1",140
"Cse1l","OK","negbinomial.size",1.64902236982968e-05,0.000160103696137736,"Cse1l",285
"Baz1b","OK","negbinomial.size",0.000327620453307535,0.00242627666301505,"Baz1b",310
"Chaf1a","OK","negbinomial.size",5.06432735071916e-05,0.000450750152062598,"Chaf1a",123
"Adprh","OK","negbinomial.size",0.000250024893416736,0.00191458042244801,"Adprh",245
"Mcm2","OK","negbinomial.size",9.58064092232501e-06,9.72092062046364e-05,"Mcm2",243
"Cd97","OK","negbinomial.size",2.39726478718255e-16,8.23822983540773e-15,"Cd97",92
"Arrdc2","OK","negbinomial.size",1.94801099024107e-11,4.25057346175092e-10,"Arrdc2",12
"Map2k7","OK","negbinomial.size",0.0096147890832311,0.04369797873463,"Map2k7",241
"Apoe","OK","negbinomial.size",0.00011558969615705,0.000956572997331179,"Apoe",224
"Prkar2b","OK","negbinomial.size",0.00022228798423727,0.00173269224796072,"Prkar2b",139
"Cdkn1b","OK","negbinomial.size",6.65606804615114e-10,1.21134675610474e-08,"Cdkn1b",345
"Klf4","OK","negbinomial.size",0.00854289989182141,0.0398605451112289,"Klf4",211
"Edar","OK","negbinomial.size",1.30833025262578e-06,1.53351869387698e-05,"Edar",13
"Pld3","OK","negbinomial.size",3.87498741286431e-21,1.93167356723497e-19,"Pld3",288
"Rabac1","OK","negbinomial.size",0.0109242815340799,0.048495965754247,"Rabac1",194
"Fcgrt","OK","negbinomial.size",0.00104688893653622,0.00675018571962924,"Fcgrt",153
"Nosip","OK","negbinomial.size",0.00576227709434183,0.0290811679527167,"Nosip",245
"Bicd1","OK","negbinomial.size",8.11822706014067e-10,1.46686360576639e-08,"Bicd1",105
"Dusp3","OK","negbinomial.size",0.00480057805577798,0.0248644313919802,"Dusp3",186
"Cp","OK","negbinomial.size",0.000165910126144697,0.00133362556465068,"Cp",24
"Crot","OK","negbinomial.size",0.000285566787294518,0.00215019004260206,"Crot",207
"Snrnp200","OK","negbinomial.size",0.00139705966709826,0.00866685515073453,"Snrnp200",313
"Insig2","OK","negbinomial.size",0.000564120819129147,0.00393294183021382,"Insig2",186
"Brd8","OK","negbinomial.size",5.63412996996869e-06,5.97123085556682e-05,"Brd8",379
"Kif20a","OK","negbinomial.size",2.76545585987197e-18,1.10373194002232e-16,"Kif20a",259
"Dnase2a","OK","negbinomial.size",0.00128804124409625,0.00806993351740782,"Dnase2a",86
"Calr","OK","negbinomial.size",3.73539894240257e-05,0.000340888939664119,"Calr",396
"Nfat5","OK","negbinomial.size",3.57772539497427e-05,0.000327447552114772,"Nfat5",326
"Nqo1","OK","negbinomial.size",0.000417344192530365,0.0030146305591025,"Nqo1",56
"Ssbp2","OK","negbinomial.size",4.69304995599409e-07,5.88942746716392e-06,"Ssbp2",252
"Gstm7","OK","negbinomial.size",3.82357064099405e-16,1.28938162898976e-14,"Gstm7",179
"Stat3","OK","negbinomial.size",0.00719218643296489,0.034874223488102,"Stat3",141
"Ptrf","OK","negbinomial.size",2.16839977518481e-14,6.38968644033431e-13,"Ptrf",227
"Zak","OK","negbinomial.size",0.00762577700595528,0.036513459759805,"Zak",103
"Dnmt1","OK","negbinomial.size",1.24323381697773e-08,1.93576109873125e-07,"Dnmt1",246
"Psap","OK","negbinomial.size",0.000508952673146209,0.00359401518125419,"Psap",257
"Ptpn6","OK","negbinomial.size",3.36563688056048e-09,5.69763923995017e-08,"Ptpn6",31
"Atp6v1f","OK","negbinomial.size",0.00786581422498239,0.0374071074681289,"Atp6v1f",362
"Pde1c","OK","negbinomial.size",0.00169021252296318,0.0102436138104813,"Pde1c",26
"Utp20","OK","negbinomial.size",0.0105954615809117,0.0472524616189738,"Utp20",173
"Zfp324","OK","negbinomial.size",1.86632645013532e-07,2.50139311255118e-06,"Zfp324",29
"Gab2","OK","negbinomial.size",0.0098701910206006,0.0446815682526256,"Gab2",130
"Coro1c","OK","negbinomial.size",5.81092124413982e-05,0.000512140731873455,"Coro1c",203
"Stxbp2","OK","negbinomial.size",0.00730029673380908,0.0353169706201765,"Stxbp2",265
"Arid3b","OK","negbinomial.size",2.33074277668493e-05,0.000220024909427772,"Arid3b",93
"Cnn2","OK","negbinomial.size",1.228004056594e-14,3.68752075280083e-13,"Cnn2",169
"Cd244","OK","negbinomial.size",2.48885036361204e-16,8.48361642861488e-15,"Cd244",13
"Pgf","OK","negbinomial.size",3.90519317412795e-05,0.000355099468724597,"Pgf",35
"Ulk2","OK","negbinomial.size",0.000298931979289272,0.00223481335079804,"Ulk2",140
"Mapk13","OK","negbinomial.size",0.000417106649785823,0.0030146305591025,"Mapk13",53
"Lbr","OK","negbinomial.size",4.17246312159287e-12,9.81774344953904e-11,"Lbr",287
"Crabp2","OK","negbinomial.size",9.97844162828922e-28,8.01580291821552e-26,"Crabp2",162
"Nes","OK","negbinomial.size",6.5934502863088e-07,8.09703943631222e-06,"Nes",55
"Slc25a18","OK","negbinomial.size",3.48988049214082e-10,6.61870267171127e-09,"Slc25a18",49
"Hnrnpa2b1","OK","negbinomial.size",0.00574409318451985,0.0290010020989449,"Hnrnpa2b1",423
"Jkamp","OK","negbinomial.size",0.0104389787091346,0.0467198010928338,"Jkamp",250
"Cd44","OK","negbinomial.size",6.03945766249333e-39,8.65564091356431e-37,"Cd44",73
"Wisp1","OK","negbinomial.size",0.00869760583645414,0.0404477156376695,"Wisp1",56
"Ndrg1","OK","negbinomial.size",2.02568328990526e-05,0.00019354483069913,"Ndrg1",73
"Shbg","OK","negbinomial.size",5.02708348508242e-24,3.17007884569298e-22,"Shbg",66
"Plekha8","OK","negbinomial.size",0.00873159407184579,0.0405758527760203,"Plekha8",174
"G6pc2","OK","negbinomial.size",3.80777107545034e-36,4.95088750552368e-34,"G6pc2",49
"Spc25","OK","negbinomial.size",6.22189276119411e-22,3.29708031530169e-20,"Spc25",112
"Prlr","OK","negbinomial.size",8.83454574347337e-26,6.25962308520709e-24,"Prlr",22
"Slc1a3","OK","negbinomial.size",0.000803228365077951,0.00533455299650507,"Slc1a3",98
"Msh6","OK","negbinomial.size",0.00854110577134449,0.0398605451112289,"Msh6",198
"Tbl2","OK","negbinomial.size",0.00740569416585259,0.0357172523211216,"Tbl2",61
"Mcm5","OK","negbinomial.size",3.79880317234591e-06,4.13021600082989e-05,"Mcm5",225
"Asf1b","OK","negbinomial.size",3.64099681760516e-11,7.70474024557656e-10,"Asf1b",94
"Ddx39","OK","negbinomial.size",0.00037592857258507,0.00274216955317692,"Ddx39",255
"Dnajb1","OK","negbinomial.size",6.30817735261211e-05,0.000553644626103994,"Dnajb1",260
"Por","OK","negbinomial.size",0.000202730994657067,0.00159404196048312,"Por",225
"Igf1r","OK","negbinomial.size",0.00699210617408097,0.0341479451125417,"Igf1r",328
"Mef2c","OK","negbinomial.size",9.00362857570911e-06,9.17977070305928e-05,"Mef2c",70
"Eif4g2","OK","negbinomial.size",5.30902745945891e-05,0.000470868173830491,"Eif4g2",423
"Mthfd2","OK","negbinomial.size",1.30434172646102e-08,2.02341425020004e-07,"Mthfd2",117
"Kit","OK","negbinomial.size",2.13906846044449e-08,3.2270252898476e-07,"Kit",62
"Ranbp1","OK","negbinomial.size",4.61132333587497e-07,5.79263046932819e-06,"Ranbp1",401
"Sqrdl","OK","negbinomial.size",3.34874779605485e-10,6.36060349455479e-09,"Sqrdl",16
"Gata6","OK","negbinomial.size",6.36216377683826e-06,6.68641437142982e-05,"Gata6",367
"Reep5","OK","negbinomial.size",0.000113147188244264,0.000939441960590292,"Reep5",293
"Ergic3","OK","negbinomial.size",0.00058587792115154,0.00405994084701276,"Ergic3",369
"Inpp5k","OK","negbinomial.size",4.46614367990199e-05,0.000402048565959485,"Inpp5k",98
"Htra1","OK","negbinomial.size",7.38264374128679e-19,3.08310936639434e-17,"Htra1",67
"Fblim1","OK","negbinomial.size",6.69802257205669e-12,1.53312995787258e-10,"Fblim1",127
"Atp6v1b2","OK","negbinomial.size",0.00984704723792844,0.0446139817843187,"Atp6v1b2",272
"Tmbim1","OK","negbinomial.size",0.000667300422553257,0.00455904275690232,"Tmbim1",53
"Tmem147","OK","negbinomial.size",0.0065998813342602,0.0326166549324803,"Tmem147",313
"Cbfa2t3","OK","negbinomial.size",7.68255404154778e-06,7.94851284429865e-05,"Cbfa2t3",54
"Fbln1","OK","negbinomial.size",6.94869185741078e-05,0.000604809535580847,"Fbln1",189
"Gcat","OK","negbinomial.size",0.00158399981846109,0.00965558516695563,"Gcat",158
"Elovl1","OK","negbinomial.size",0.00132718960753859,0.00829460620925507,"Elovl1",188
"Cdc20","OK","negbinomial.size",2.54566384889592e-05,0.000238705668864501,"Cdc20",88
"Adamts4","OK","negbinomial.size",0.00841499234124051,0.0393842091372624,"Adamts4",20
"Ptbp1","OK","negbinomial.size",0.00030470451179905,0.00227258030917186,"Ptbp1",337
"Cyba","OK","negbinomial.size",0.000167882142183478,0.00134690176667813,"Cyba",276
"Slc4a3","OK","negbinomial.size",0.00218480876332738,0.0127391623315233,"Slc4a3",140
"Runx1t1","OK","negbinomial.size",6.58777374977074e-15,2.02153290832381e-13,"Runx1t1",203
"Hfe","OK","negbinomial.size",7.77114489328007e-10,1.40616469718864e-08,"Hfe",13
"Tcf23","OK","negbinomial.size",0.00795911783270101,0.0377511824392723,"Tcf23",12
"Aplp1","OK","negbinomial.size",3.65063817223543e-07,4.65539419901246e-06,"Aplp1",61
"Pola1","OK","negbinomial.size",0.000311397910413978,0.00231838869311752,"Pola1",177
"Gmnn","OK","negbinomial.size",9.35787379907038e-05,0.000795293156023421,"Gmnn",191
"Tspan31","OK","negbinomial.size",0.00614340344083589,0.0306368541699574,"Tspan31",357
"Sulf2","OK","negbinomial.size",7.3872249023562e-17,2.67723219737116e-15,"Sulf2",336
"Ezh1","OK","negbinomial.size",0.0020898155345256,0.0122779456048809,"Ezh1",109
"Ctnnb1","OK","negbinomial.size",0.00716129110716454,0.0347645124878981,"Ctnnb1",391
"Ddah2","OK","negbinomial.size",3.33885644354047e-10,6.35138121658105e-09,"Ddah2",302
"Pole","OK","negbinomial.size",0.00337659348278682,0.0184833320333799,"Pole",109
"Cav1","OK","negbinomial.size",1.13823672485916e-31,1.20633962806082e-29,"Cav1",126
"Cpt1c","OK","negbinomial.size",0.00891014574215261,0.0412838934974389,"Cpt1c",86
"Zfp655","OK","negbinomial.size",0.0105614561112579,0.0471341417109641,"Zfp655",337
"Zmiz1","OK","negbinomial.size",7.60927474710646e-08,1.06631303456119e-06,"Zmiz1",304
"Ankrd26","OK","negbinomial.size",0.00175674809861019,0.0105661673836806,"Ankrd26",200
"Aldh16a1","OK","negbinomial.size",0.00735479437232826,0.0355397190129517,"Aldh16a1",132
"Mid1ip1","OK","negbinomial.size",1.70378476067643e-13,4.52381755824233e-12,"Mid1ip1",150
"Cers4","OK","negbinomial.size",1.64289933902127e-13,4.38060178937343e-12,"Cers4",194
"Ubc","OK","negbinomial.size",8.60206226587123e-05,0.000735520063031647,"Ubc",415
"Carhsp1","OK","negbinomial.size",0.00816325504231953,0.0385022335803044,"Carhsp1",282
"Nutf2","OK","negbinomial.size",5.04615412897083e-05,0.000449449829622741,"Nutf2",312
"Mgst1","OK","negbinomial.size",2.30202530647159e-15,7.313134298544e-14,"Mgst1",338
"Nfib","OK","negbinomial.size",8.49091221871209e-09,1.35553651775186e-07,"Nfib",355
"Ubqln4","OK","negbinomial.size",8.53949618744994e-05,0.000730665711778281,"Ubqln4",185
"Hipk1","OK","negbinomial.size",0.00153994693357421,0.0094280634593388,"Hipk1",323
"Vdac3","OK","negbinomial.size",1.89923203647349e-07,2.54009697179253e-06,"Vdac3",407
"Bmp7","OK","negbinomial.size",3.8758480118856e-06,4.19950129947604e-05,"Bmp7",87
"Dynll1","OK","negbinomial.size",0.00179118414981727,0.0107012858822811,"Dynll1",411
"Tmem184b","OK","negbinomial.size",0.0101965928536557,0.0458792112273658,"Tmem184b",133
"Derl3","OK","negbinomial.size",1.07735398714775e-08,1.68999856789893e-07,"Derl3",55
"Bcl2l13","OK","negbinomial.size",0.00857253884949108,0.0399544937064972,"Bcl2l13",152
"Tnpo1","OK","negbinomial.size",0.00322653335795467,0.0177466370303202,"Tnpo1",358
"Rnmt","OK","negbinomial.size",0.00303843452193111,0.016829484493015,"Rnmt",291
"Kcnq1","OK","negbinomial.size",2.85897075363061e-11,6.15312954689236e-10,"Kcnq1",26
"Cbx5","OK","negbinomial.size",2.03490361213424e-06,2.31835631040985e-05,"Cbx5",411
"Apobec3","OK","negbinomial.size",3.69197816157345e-06,4.03099744472527e-05,"Apobec3",110
"Taf7l","OK","negbinomial.size",8.1601614011775e-53,2.05831911183301e-50,"Taf7l",29
"Vav2","OK","negbinomial.size",6.68821064241556e-08,9.44588047280459e-07,"Vav2",123
"Tex15","OK","negbinomial.size",3.75577976539343e-22,2.02426899150179e-20,"Tex15",132
"Mcu","OK","negbinomial.size",0.000778336196207397,0.005196599315282,"Mcu",256
"Ubp1","OK","negbinomial.size",0.00615255978291737,0.0306703889257525,"Ubp1",250
"Nuak2","OK","negbinomial.size",0.000224350819958473,0.00174553518896747,"Nuak2",14
"Slc38a3","OK","negbinomial.size",2.7825892526757e-05,0.00025899642549628,"Slc38a3",25
"Tmem86a","OK","negbinomial.size",2.07154925321781e-06,2.35797646043168e-05,"Tmem86a",102
"Tex14","OK","negbinomial.size",8.26912634612049e-08,1.1523781378704e-06,"Tex14",28
"Ifi35","OK","negbinomial.size",4.0693415026558e-14,1.1507294850111e-12,"Ifi35",42
"Plcd1","OK","negbinomial.size",0.000151683316872093,0.00123182871370949,"Plcd1",121
"Fads1","OK","negbinomial.size",1.84487540929544e-07,2.47527326191853e-06,"Fads1",263
"Exoc3l2","OK","negbinomial.size",5.50120204438932e-12,1.28009520634388e-10,"Exoc3l2",45
"Sugp1","OK","negbinomial.size",0.00671583532812003,0.033047255231467,"Sugp1",162
"Dhdh","OK","negbinomial.size",1.09049673937653e-07,1.49981950676301e-06,"Dhdh",263
"Kif11","OK","negbinomial.size",4.7419041931804e-26,3.41742261053664e-24,"Kif11",99
"Mlkl","OK","negbinomial.size",1.65336059678414e-07,2.23496075526705e-06,"Mlkl",10
"Cdh23","OK","negbinomial.size",1.79535193684491e-06,2.06032562579509e-05,"Cdh23",34
"Amotl1","OK","negbinomial.size",0.0102730702753822,0.0461245860851267,"Amotl1",270
"Etv5","OK","negbinomial.size",7.06921612343774e-05,0.000614451783244637,"Etv5",66
"Igf2bp1","OK","negbinomial.size",5.060460197035e-21,2.50284407862766e-19,"Igf2bp1",229
"Aldh1a2","OK","negbinomial.size",0.00294806988234449,0.0164227285141911,"Aldh1a2",250
"Cad","OK","negbinomial.size",0.00173307958361658,0.0104551322126115,"Cad",129
"Ly6g6e","OK","negbinomial.size",3.43461862057678e-12,8.14237030878089e-11,"Ly6g6e",15
"St3gal1","OK","negbinomial.size",2.71581866139924e-07,3.54942020285671e-06,"St3gal1",124
"Clip3","OK","negbinomial.size",4.66671843875473e-11,9.72837238835945e-10,"Clip3",224
"Tvp23b","OK","negbinomial.size",0.00465670299996055,0.0241788136004539,"Tvp23b",206
"Glis2","OK","negbinomial.size",0.0105164038725451,0.0469829563019972,"Glis2",220
"Mertk","OK","negbinomial.size",0.000102577032615035,0.000862467690227212,"Mertk",84
"Camta1","OK","negbinomial.size",0.000229783194185978,0.00178449854992214,"Camta1",248
"Csf1","OK","negbinomial.size",0.000153782712683413,0.00124570854770511,"Csf1",30
"Elmo3","OK","negbinomial.size",2.21626995822537e-05,0.000210478890912187,"Elmo3",36
"E2f4","OK","negbinomial.size",0.00453512597369922,0.0236644637071967,"E2f4",175
"Gata2","OK","negbinomial.size",3.11166506276915e-26,2.29498946033009e-24,"Gata2",71
"Ptgds","OK","negbinomial.size",3.62120696603913e-07,4.62722008669559e-06,"Ptgds",15
"Slc25a13","OK","negbinomial.size",2.99526475228458e-06,3.31661800314426e-05,"Slc25a13",162
"Aldh1a3","OK","negbinomial.size",9.45380668640582e-05,0.000801825218083055,"Aldh1a3",10
"Abca1","OK","negbinomial.size",0.00175488003058055,0.0105661673836806,"Abca1",122
"Gdi1","OK","negbinomial.size",0.000914535064192979,0.00597497194814163,"Gdi1",342
"Gadd45b","OK","negbinomial.size",0.00322250070236641,0.0177321897287283,"Gadd45b",60
"Zdhhc12","OK","negbinomial.size",0.00227310081026129,0.0131877240418737,"Zdhhc12",187
"Cd83","OK","negbinomial.size",0.000144957218470259,0.00118483502225982,"Cd83",12
"Fam163a","OK","negbinomial.size",5.65414728661037e-16,1.89151473683634e-14,"Fam163a",14
"Hivep2","OK","negbinomial.size",0.00178979536505759,0.0106980564664011,"Hivep2",24
"Srf","OK","negbinomial.size",0.00857005455452378,0.0399544937064972,"Srf",230
"Gata5","OK","negbinomial.size",2.61891642492582e-10,5.05815833861629e-09,"Gata5",37
"Setdb1","OK","negbinomial.size",0.00110156528070749,0.00705583612000148,"Setdb1",255
"Arnt2","OK","negbinomial.size",3.32651783978337e-07,4.27666085579488e-06,"Arnt2",97
"Anp32e","OK","negbinomial.size",1.99705897048508e-06,2.27935816613193e-05,"Anp32e",283
"Med22","OK","negbinomial.size",4.07875140686426e-07,5.17517230818633e-06,"Med22",215
"Nfe2l2","OK","negbinomial.size",3.27302931117564e-08,4.82236514866206e-07,"Nfe2l2",261
"Adamtsl4","OK","negbinomial.size",0.00850239156793485,0.0397303306612798,"Adamtsl4",47
"Ncapg","OK","negbinomial.size",4.37998601874885e-26,3.17473469358969e-24,"Ncapg",124
"Gtf2ird2","OK","negbinomial.size",0.000731596778644895,0.00493945319714637,"Gtf2ird2",39
"Cacna1d","OK","negbinomial.size",5.64378729775668e-12,1.31085534805354e-10,"Cacna1d",69
"Skiv2l2","OK","negbinomial.size",0.00150278936513501,0.00921847250636322,"Skiv2l2",290
"Lbp","OK","negbinomial.size",0.00384109831501602,0.0205357914154227,"Lbp",38
"Celsr1","OK","negbinomial.size",0.00167957204409476,0.0101889190091982,"Celsr1",142
"Fli1","OK","negbinomial.size",3.43989582097377e-08,5.05640630467613e-07,"Fli1",48
"Nelfcd","OK","negbinomial.size",0.000894246179464386,0.00586491566063694,"Nelfcd",225
"Pls3","OK","negbinomial.size",3.3395010604556e-09,5.66099292667554e-08,"Pls3",307
"Wt1","OK","negbinomial.size",3.75977497436391e-07,4.78972545218966e-06,"Wt1",400
"E2f3","OK","negbinomial.size",0.00119801464816621,0.00759646090632088,"E2f3",92
"Lamp2","OK","negbinomial.size",0.00302507368850142,0.0167775854702638,"Lamp2",373
"Atxn10","OK","negbinomial.size",0.000727118421098684,0.0049118465596661,"Atxn10",362
"Eif3d","OK","negbinomial.size",0.000345080405233557,0.0025375755793946,"Eif3d",329
"Nup50","OK","negbinomial.size",0.00262356526921824,0.0148945879769907,"Nup50",209
"Pacsin2","OK","negbinomial.size",1.26000559804081e-14,3.77462959679115e-13,"Pacsin2",210
"Sulf1","OK","negbinomial.size",3.21962043061308e-14,9.22860292520276e-13,"Sulf1",324
