"","status","family","pval","qval","genes","num_cells_expressed"
"Pcf11","OK","negbinomial.size",2.26420622992096e-06,2.56109138760208e-05,"Pcf11",301
"Atp1b2","OK","negbinomial.size",4.62425161096735e-42,7.67382385756844e-40,"Atp1b2",222
"Wrap53","OK","negbinomial.size",0.00201870000849406,0.0118971236014612,"Wrap53",99
"Mdfic","OK","negbinomial.size",1.33112446273441e-11,2.95565875422647e-10,"Mdfic",127
"Mettl18","OK","negbinomial.size",0.000782424141374212,0.00521560955127461,"Mettl18",34
"Wapal","OK","negbinomial.size",0.00110960925296008,0.00709295078476054,"Wapal",392
"Pik3r1","OK","negbinomial.size",8.34431343458468e-11,1.67844467363608e-09,"Pik3r1",223
"Ccnb1","OK","negbinomial.size",2.34881280881879e-17,8.89586400745422e-16,"Ccnb1",128
"Gk5","OK","negbinomial.size",3.27215278590198e-09,5.55429218516766e-08,"Gk5",116
"Tardbp","OK","negbinomial.size",0.000266334431022082,0.00202471961666697,"Tardbp",376
"Smpx","OK","negbinomial.size",5.91519608086383e-13,1.50105539178782e-11,"Smpx",115
"Serpina3g","OK","negbinomial.size",0.0005086864173948,0.00359401518125419,"Serpina3g",20
"Piezo2","OK","negbinomial.size",6.23491992904116e-05,0.000547977771045764,"Piezo2",49
"Cep78","OK","negbinomial.size",0.00741250148684099,0.0357364177186692,"Cep78",112
"Kif14","OK","negbinomial.size",0.000927988335096627,0.0060453454970241,"Kif14",56
"Serpina3a","OK","negbinomial.size",1.5735919895231e-76,8.26922590494392e-74,"Serpina3a",112
"Sox5","OK","negbinomial.size",0.000816102090346828,0.00540581909845283,"Sox5",182
"Fmod","OK","negbinomial.size",3.93030344143818e-05,0.000357125266595233,"Fmod",25
"Prelp","OK","negbinomial.size",0.000248945089734149,0.00190895243059613,"Prelp",16
"Ccdc64","OK","negbinomial.size",3.69875854239621e-06,4.03187059089897e-05,"Ccdc64",42
"Kctd12b","OK","negbinomial.size",1.4990246076723e-06,1.74406811364973e-05,"Kctd12b",26
"Kif21b","OK","negbinomial.size",0.000541203231547741,0.00378782195132082,"Kif21b",56
"Klf8","OK","negbinomial.size",0.00100591640571817,0.00650595779944488,"Klf8",67
"Slc39a11","OK","negbinomial.size",0.00589435595346994,0.0296173774044474,"Slc39a11",34
"Rims1","OK","negbinomial.size",0.000782276677291755,0.00521560955127461,"Rims1",14
"Rasl12","OK","negbinomial.size",7.72321223519824e-05,0.000667018707448549,"Rasl12",27
"Ubr7","OK","negbinomial.size",0.0024415001819459,0.0140347312190983,"Ubr7",171
"Kirrel","OK","negbinomial.size",0.00933816236239278,0.0428123896924852,"Kirrel",144
"Tspo","OK","negbinomial.size",2.93024820749531e-06,3.24747718742802e-05,"Tspo",151
"Pde3a","OK","negbinomial.size",0.00912072619175068,0.0420587198282851,"Pde3a",52
"Gpr155","OK","negbinomial.size",8.16771519977492e-06,8.38853616445939e-05,"Gpr155",23
"Enc1","OK","negbinomial.size",2.63544752198522e-20,1.22650421207666e-18,"Enc1",131
"Abca9","OK","negbinomial.size",1.88657705507466e-12,4.54074614858809e-11,"Abca9",12
"Ptpre","OK","negbinomial.size",0.000113049032292851,0.000939245319682106,"Ptpre",45
"Fhdc1","OK","negbinomial.size",9.84822613574116e-06,9.96836500994924e-05,"Fhdc1",15
"Card6","OK","negbinomial.size",0.00233058565367172,0.0134831863596824,"Card6",10
"Mcm3","OK","negbinomial.size",3.04447653827351e-07,3.93608293610294e-06,"Mcm3",240
"Ipo9","OK","negbinomial.size",1.75607508454086e-09,3.06329446282564e-08,"Ipo9",312
"Shisa4","OK","negbinomial.size",0.00553741732194023,0.028092480798194,"Shisa4",113
"Git2","OK","negbinomial.size",8.74580484563091e-06,8.93134337757871e-05,"Git2",149
"Gpr45","OK","negbinomial.size",1.24911121710189e-11,2.78828153452903e-10,"Gpr45",69
"Pkp2","OK","negbinomial.size",0.00950314435068913,0.0433310399677843,"Pkp2",72
"S100a10","OK","negbinomial.size",0.00986289599928145,0.0446645760656868,"S100a10",347
"Spidr","OK","negbinomial.size",3.04984945555969e-10,5.81916812912539e-09,"Spidr",214
"Ncapg2","OK","negbinomial.size",5.03384297887922e-09,8.3645359222167e-08,"Ncapg2",115
"Abhd14b","OK","negbinomial.size",1.72881384001625e-09,3.02830557642847e-08,"Abhd14b",36
"Kank3","OK","negbinomial.size",3.68087793628804e-19,1.58441066663702e-17,"Kank3",126
"Inpp5f","OK","negbinomial.size",1.05264534751128e-06,1.25481693032253e-05,"Inpp5f",293
"Ssh1","OK","negbinomial.size",0.00296023680094007,0.0164759516917282,"Ssh1",206
"Rassf4","OK","negbinomial.size",0.00955196979318631,0.0435379266467892,"Rassf4",25
"Klhl23","OK","negbinomial.size",2.41333286556423e-44,4.28689494373184e-42,"Klhl23",279
"Pnliprp1","OK","negbinomial.size",1.00478141919731e-05,0.000101540891497728,"Pnliprp1",16
"Tmc7","OK","negbinomial.size",0.00340158467317969,0.0186039834770782,"Tmc7",19
"Pm20d1","OK","negbinomial.size",0.000626615670241947,0.00431615337689319,"Pm20d1",32
"Isl1","OK","negbinomial.size",2.37835940626773e-05,0.000224184370940572,"Isl1",23
"Gm5617","OK","negbinomial.size",0.00108602945362405,0.00697048522600844,"Gm5617",242
"Snx18","OK","negbinomial.size",0.0024097832944698,0.0138840506669041,"Snx18",181
"Fam83g","OK","negbinomial.size",1.05945205680959e-05,0.00010655350351262,"Fam83g",37
"Agps","OK","negbinomial.size",7.75740161983645e-08,1.08345901693663e-06,"Agps",195
"Adora1","OK","negbinomial.size",5.79598643402845e-12,1.3437312666538e-10,"Adora1",58
"Mfap4","OK","negbinomial.size",3.13618207341461e-09,5.33785807151216e-08,"Mfap4",127
"Clspn","OK","negbinomial.size",4.02188541185152e-08,5.8505212011847e-07,"Clspn",113
"D330045A20Rik","OK","negbinomial.size",1.89302707345761e-05,0.000181696023214972,"D330045A20Rik",19
"Cpa6","OK","negbinomial.size",0.000260698872805222,0.00198907089160282,"Cpa6",13
"Usp22","OK","negbinomial.size",0.00820833010685581,0.0386714453894903,"Usp22",416
"Dmtf1","OK","negbinomial.size",0.000195654717219973,0.00154514545621684,"Dmtf1",297
"Klhl14","OK","negbinomial.size",0.000725195011836579,0.00490147882598228,"Klhl14",17
"Thsd7b","OK","negbinomial.size",5.39626849003366e-11,1.10662988937081e-09,"Thsd7b",59
"Hirip3","OK","negbinomial.size",1.3222178006342e-05,0.000130279772668738,"Hirip3",95
"Asb4","OK","negbinomial.size",9.3027629923136e-88,5.86632234295295e-85,"Asb4",141
"Arrdc4","OK","negbinomial.size",1.21607925275532e-06,1.43338238651871e-05,"Arrdc4",71
"Wdr55","OK","negbinomial.size",0.00316249881081759,0.0174400677752652,"Wdr55",90
"Mapk6","OK","negbinomial.size",0.000514899868805837,0.00362769890454885,"Mapk6",226
"Obfc1","OK","negbinomial.size",0.000943355701190332,0.00613278458938787,"Obfc1",138
"Gm15800","OK","negbinomial.size",0.00676852241617903,0.033228728965687,"Gm15800",260
"Id1","OK","negbinomial.size",0.000676495965350405,0.00461436836938848,"Id1",319
"Nmnat2","OK","negbinomial.size",1.38735870415513e-25,9.72075998711359e-24,"Nmnat2",45
"Tmem108","OK","negbinomial.size",0.00700253893813585,0.0341767122537006,"Tmem108",118
"Fgf11","OK","negbinomial.size",2.32010439445767e-07,3.07042566871984e-06,"Fgf11",49
"Nrep","OK","negbinomial.size",5.14500992985196e-12,1.20164565250542e-10,"Nrep",351
"Serpinb6b","OK","negbinomial.size",1.67708788506271e-71,7.05047746880361e-69,"Serpinb6b",198
"Greb1l","OK","negbinomial.size",1.42913679070344e-12,3.50666793858983e-11,"Greb1l",160
"Nhlrc3","OK","negbinomial.size",0.0075256942373633,0.0361439663829497,"Nhlrc3",46
"Rasef","OK","negbinomial.size",3.56527777247637e-05,0.000326545267004154,"Rasef",13
"Gng2","OK","negbinomial.size",0.00276397639465918,0.0155691247384732,"Gng2",185
"Synpo","OK","negbinomial.size",2.18431780122689e-08,3.28742435669135e-07,"Synpo",73
"Zfp866","OK","negbinomial.size",0.000678257758640738,0.00462388478485242,"Zfp866",125
"Tuba1c","OK","negbinomial.size",4.00313581353009e-06,4.31886645682134e-05,"Tuba1c",350
"Upf2","OK","negbinomial.size",0.00520415126716489,0.0266266757734214,"Upf2",325
"Exoc3l","OK","negbinomial.size",0.00121249842477774,0.00766902213304756,"Exoc3l",23
"Fam13c","OK","negbinomial.size",0.000206185903535528,0.00161918842801375,"Fam13c",13
"Pcdhb19","OK","negbinomial.size",0.00881307181729262,0.0408641403528289,"Pcdhb19",21
"Gprasp1","OK","negbinomial.size",1.21333315068444e-05,0.000120777882371208,"Gprasp1",323
"Tril","OK","negbinomial.size",0.00115006955497629,0.0073255945592732,"Tril",102
"Lgals2","OK","negbinomial.size",3.02819651013241e-12,7.21958684041398e-11,"Lgals2",26
"Adamts3","OK","negbinomial.size",0.000653325375162542,0.00448055444891244,"Adamts3",50
"Npsr1","OK","negbinomial.size",0.00535713688380721,0.0272986708600309,"Npsr1",15
"Dpy19l3","OK","negbinomial.size",0.00489347920426414,0.025314421543962,"Dpy19l3",108
"Kcns3","OK","negbinomial.size",4.63891766805676e-05,0.000416413022274248,"Kcns3",12
"Col6a6","OK","negbinomial.size",3.36295582236037e-16,1.14015050622605e-14,"Col6a6",34
"Dmrta1","OK","negbinomial.size",1.97800444880144e-24,1.27278531164713e-22,"Dmrta1",39
"Nup62","OK","negbinomial.size",0.00428438008864184,0.022523802283431,"Nup62",197
"S1pr2","OK","negbinomial.size",0.00397526193204264,0.0211258277240663,"S1pr2",104
"Trp53bp1","OK","negbinomial.size",0.00444888416334382,0.0232625734113152,"Trp53bp1",328
"Ncmap","OK","negbinomial.size",1.00233985871753e-08,1.57821601724663e-07,"Ncmap",17
"Klhl15","OK","negbinomial.size",0.000311248258749022,0.00231838869311752,"Klhl15",147
"Naalad2","OK","negbinomial.size",4.89945268529666e-14,1.36707737316286e-12,"Naalad2",34
"Emx2","OK","negbinomial.size",2.58090977294625e-05,0.000241651329297684,"Emx2",303
"Als2cl","OK","negbinomial.size",0.00113603955451837,0.00724720832654813,"Als2cl",35
"Fmn1","OK","negbinomial.size",0.000263445908303032,0.00200772664156755,"Fmn1",24
"Fam19a2","OK","negbinomial.size",1.58181044210593e-28,1.35712879563537e-26,"Fam19a2",49
"S100a1","OK","negbinomial.size",2.7672864559644e-06,3.08040748302056e-05,"S100a1",173
"Foxo1","OK","negbinomial.size",9.50976188118987e-09,1.50864297918952e-07,"Foxo1",103
"Gpr146","OK","negbinomial.size",2.41669954679422e-09,4.14685914070323e-08,"Gpr146",15
"Cdc25c","OK","negbinomial.size",5.28879795861292e-15,1.63486078073593e-13,"Cdc25c",58
"Cnr1","OK","negbinomial.size",2.50195106715905e-05,0.000235131198651341,"Cnr1",59
"Ackr3","OK","negbinomial.size",1.27783325226368e-09,2.26031318058199e-08,"Ackr3",38
"Cxxc4","OK","negbinomial.size",0.00238014790069133,0.0137447002397065,"Cxxc4",45
"Shisa2","OK","negbinomial.size",0.000120742658904414,0.000997907217629404,"Shisa2",156
"Zbtb7c","OK","negbinomial.size",8.18401502069185e-19,3.40649496504837e-17,"Zbtb7c",200
"Zfp612","OK","negbinomial.size",8.68598949199847e-05,0.000741690585464352,"Zfp612",128
"Ccnjl","OK","negbinomial.size",1.28095865763868e-13,3.43003197242867e-12,"Ccnjl",171
"Gemin7","OK","negbinomial.size",0.000317733474498097,0.00235859598609182,"Gemin7",288
"Serpinb1a","OK","negbinomial.size",9.25010377759294e-06,9.41584413583553e-05,"Serpinb1a",55
"Abca6","OK","negbinomial.size",7.35198486803557e-13,1.84340423768717e-11,"Abca6",28
"Hjurp","OK","negbinomial.size",5.69531920055624e-05,0.00050300676300711,"Hjurp",171
"Zfp36","OK","negbinomial.size",6.04485369965196e-11,1.22964023967759e-09,"Zfp36",208
"Sstr3","OK","negbinomial.size",0.000101996851358308,0.000859308142505665,"Sstr3",11
"Zfp367","OK","negbinomial.size",1.58072427625836e-12,3.85611113581634e-11,"Zfp367",210
"Klhl31","OK","negbinomial.size",5.58062255680429e-09,9.22448383832447e-08,"Klhl31",10
"Kctd21","OK","negbinomial.size",0.000144640168696253,0.00118301025136001,"Kctd21",19
"Wdr72","OK","negbinomial.size",4.78630035881467e-11,9.94478091027523e-10,"Wdr72",18
"Tst","OK","negbinomial.size",4.79357046238306e-24,3.03801561163695e-22,"Tst",263
"Zc2hc1c","OK","negbinomial.size",3.86866042223244e-07,4.91850254487859e-06,"Zc2hc1c",33
"S1pr1","OK","negbinomial.size",2.53788427311942e-28,2.13385309683881e-26,"S1pr1",89
"Magi1","OK","negbinomial.size",9.98964469336121e-05,0.000843302535961657,"Magi1",307
"Asxl3","OK","negbinomial.size",5.87054590544458e-09,9.64053710409727e-08,"Asxl3",138
"Hs6st1","OK","negbinomial.size",8.05109155954945e-09,1.29350785667564e-07,"Hs6st1",200
"Kcng4","OK","negbinomial.size",3.19155559199267e-20,1.47984923258131e-18,"Kcng4",23
"Cenph","OK","negbinomial.size",0.000244615275891713,0.00188344802170103,"Cenph",98
"Gpr20","OK","negbinomial.size",5.85722263381007e-12,1.3554365478461e-10,"Gpr20",15
"Dcaf12l1","OK","negbinomial.size",7.6243847230966e-20,3.43424071884623e-18,"Dcaf12l1",166
"Cenpe","OK","negbinomial.size",3.61746214114406e-25,2.42677832575047e-23,"Cenpe",141
"Zfp423","OK","negbinomial.size",0.00173769016525264,0.0104709738959227,"Zfp423",147
"Hnrnph2","OK","negbinomial.size",0.000619731009892951,0.00427573714265311,"Hnrnph2",261
"Trrap","OK","negbinomial.size",0.00202876642476136,0.0119434505246828,"Trrap",351
"Pou3f3","OK","negbinomial.size",0.00732630563313899,0.0354290937949173,"Pou3f3",13
"Mettl24","OK","negbinomial.size",1.335496543148e-21,6.90298459105841e-20,"Mettl24",117
"Mc2r","OK","negbinomial.size",7.02992557769462e-48,1.50273595569296e-45,"Mc2r",59
"Sh3tc2","OK","negbinomial.size",0.00526247560795719,0.0268923591440665,"Sh3tc2",92
"Pid1","OK","negbinomial.size",0.00618578712223893,0.0307752059904053,"Pid1",23
"Smtnl2","OK","negbinomial.size",4.21055365294759e-15,1.32098265350684e-13,"Smtnl2",74
"Tcf21","OK","negbinomial.size",1.96261624416253e-08,2.97506202780984e-07,"Tcf21",138
"Mms22l","OK","negbinomial.size",0.000467841904383252,0.00333923152126858,"Mms22l",105
"B230219D22Rik","OK","negbinomial.size",0.00647737894918675,0.0320866862950288,"B230219D22Rik",267
"Zfp36l2","OK","negbinomial.size",1.22460931612777e-06,1.44074372154883e-05,"Zfp36l2",214
"Wnk1","OK","negbinomial.size",0.00725449799380694,0.0351358405137839,"Wnk1",409
"Pnlip","OK","negbinomial.size",1.13911797204217e-24,7.44381132818435e-23,"Pnlip",51
"Tmem229b","OK","negbinomial.size",0.00244075970714496,0.0140347312190983,"Tmem229b",12
"Gldn","OK","negbinomial.size",2.6970091619035e-06,3.00748713969293e-05,"Gldn",33
"E2f8","OK","negbinomial.size",2.56382594720284e-09,4.39333870191877e-08,"E2f8",63
"Hepacam","OK","negbinomial.size",2.78096905792302e-07,3.63080556506471e-06,"Hepacam",19
"Zfp62","OK","negbinomial.size",0.00746092683310988,0.0359149653508328,"Zfp62",208
"Jrk","OK","negbinomial.size",1.07540446194475e-07,1.48229519934942e-06,"Jrk",24
"Rbp1","OK","negbinomial.size",1.36348598872812e-08,2.10997365519497e-07,"Rbp1",249
"Ngfrap1","OK","negbinomial.size",0.000264639834706102,0.0020142824001999,"Ngfrap1",375
"Hnrnpa1","OK","negbinomial.size",0.0014782938432719,0.00909475217138789,"Hnrnpa1",421
"C77370","OK","negbinomial.size",7.53171479136555e-29,6.55103358266913e-27,"C77370",95
"Ar","OK","negbinomial.size",0.000496631108603994,0.00352278489410212,"Ar",30
"Spin2c","OK","negbinomial.size",3.7552310208918e-09,6.32322745467121e-08,"Spin2c",66
"Lyrm4","OK","negbinomial.size",0.00276709869635152,0.0155797539099935,"Lyrm4",370
"Ticrr","OK","negbinomial.size",7.96305432709943e-05,0.000685529291285857,"Ticrr",94
"Mtfr1l","OK","negbinomial.size",0.00395322497808442,0.021028289086293,"Mtfr1l",311
"Hmga1","OK","negbinomial.size",4.87217165217135e-15,1.51349332209815e-13,"Hmga1",216
"Foxc2","OK","negbinomial.size",0.00689109077190959,0.0337385236084331,"Foxc2",49
"Bst2","OK","negbinomial.size",5.42980149968737e-11,1.11169896938405e-09,"Bst2",67
"Gprc5a","OK","negbinomial.size",6.42212121136711e-06,6.7384186953213e-05,"Gprc5a",17
"Fat4","OK","negbinomial.size",0.000195818332738706,0.00154546984511925,"Fat4",210
"Gchfr","OK","negbinomial.size",0.00060970837814624,0.00421391845590321,"Gchfr",82
"Ddit4l","OK","negbinomial.size",1.27628805726025e-40,1.98722777508225e-38,"Ddit4l",174
"Vat1l","OK","negbinomial.size",5.42502443525606e-06,5.76900574852018e-05,"Vat1l",12
"Irgm1","OK","negbinomial.size",1.36443359908108e-12,3.36850176811649e-11,"Irgm1",25
"Nqo2","OK","negbinomial.size",0.000737315109995242,0.00496742423464743,"Nqo2",202
"Tshz1","OK","negbinomial.size",0.00164721297659137,0.0100070568693499,"Tshz1",360
"Zfp41","OK","negbinomial.size",0.000243656310355623,0.0018783578155288,"Zfp41",114
"Cd24a","OK","negbinomial.size",2.64232631412567e-41,4.2724383940709e-39,"Cd24a",226
"Chst9","OK","negbinomial.size",6.45444041728113e-05,0.00056490910855482,"Chst9",21
"Ccdc36","OK","negbinomial.size",1.1490054616913e-06,1.36196023335063e-05,"Ccdc36",10
"Mc4r","OK","negbinomial.size",1.42570264669003e-12,3.50506077583911e-11,"Mc4r",12
"B3gnt1","OK","negbinomial.size",0.0103482716032188,0.0463796735820167,"B3gnt1",132
"Tgif1","OK","negbinomial.size",0.00721446326657384,0.0349687973551227,"Tgif1",224
"Ctdspl","OK","negbinomial.size",0.00131446353833625,0.00822322130232974,"Ctdspl",188
"Zbtb44","OK","negbinomial.size",0.0105346662174743,0.0470478790137342,"Zbtb44",293
"Gphn","OK","negbinomial.size",0.00192934726187897,0.0114185488816601,"Gphn",120
"Adamts12","OK","negbinomial.size",3.75705409378231e-05,0.000342617254018673,"Adamts12",42
"Mis18bp1","OK","negbinomial.size",4.10486910415081e-14,1.15817917542617e-12,"Mis18bp1",120
"Ubiad1","OK","negbinomial.size",0.00108996657809569,0.00699219658338902,"Ubiad1",98
"Utf1","OK","negbinomial.size",4.2142767560269e-12,9.89766451527212e-11,"Utf1",31
"Hs3st3a1","OK","negbinomial.size",5.66605949274437e-09,9.3412212186264e-08,"Hs3st3a1",55
"Phf13","OK","negbinomial.size",0.00723323024459331,0.0350462926795278,"Phf13",127
"Sned1","OK","negbinomial.size",0.000833765658860326,0.00551124344315851,"Sned1",80
"Cdca4","OK","negbinomial.size",7.91000557862363e-06,8.15040770895435e-05,"Cdca4",180
"Diras2","OK","negbinomial.size",4.66595473593724e-06,4.99126557503312e-05,"Diras2",12
"Bex4","OK","negbinomial.size",0.00119229663570794,0.00756400662452137,"Bex4",272
"Marcksl1","OK","negbinomial.size",0.00018200172617347,0.00145003523089059,"Marcksl1",385
"Stbd1","OK","negbinomial.size",2.83927728206185e-07,3.69927325220703e-06,"Stbd1",49
"Prrg1","OK","negbinomial.size",2.28603466244493e-05,0.000216452471191858,"Prrg1",96
"Arxes2","OK","negbinomial.size",3.12439772751462e-06,3.4535411165131e-05,"Arxes2",274
"Ldlrad3","OK","negbinomial.size",9.58579408351049e-08,1.32416248610333e-06,"Ldlrad3",115
"Tenm4","OK","negbinomial.size",6.88340783018295e-16,2.29059471119439e-14,"Tenm4",269
"Kmt2d","OK","negbinomial.size",0.000770133938630263,0.00515001550053281,"Kmt2d",419
"Mcmbp","OK","negbinomial.size",0.00303542960824945,0.0168202276885949,"Mcmbp",392
"Gpr85","OK","negbinomial.size",2.37871910399328e-20,1.11112612368753e-18,"Gpr85",40
"Bcl11b","OK","negbinomial.size",3.40660898361759e-06,3.74252199489417e-05,"Bcl11b",39
"Syngr2","OK","negbinomial.size",0.00105691458228249,0.00680340615619522,"Syngr2",141
"Sacs","OK","negbinomial.size",0.000685075307751857,0.00466280074547567,"Sacs",108
"Frmd6","OK","negbinomial.size",1.44597848908492e-18,5.88280022720614e-17,"Frmd6",157
"Ckap2l","OK","negbinomial.size",6.61178419013494e-36,8.42301234403857e-34,"Ckap2l",101
"Lhfp","OK","negbinomial.size",8.75934561928108e-12,1.997701029844e-10,"Lhfp",41
"Omd","OK","negbinomial.size",0.0050716796474003,0.0260545921437933,"Omd",20
"F2r","OK","negbinomial.size",5.66454622525644e-09,9.3412212186264e-08,"F2r",228
"Socs4","OK","negbinomial.size",0.0010818471965317,0.00695425934895911,"Socs4",94
"Osr1","OK","negbinomial.size",0.00093221699153609,0.00606975771670272,"Osr1",56
"Fam171b","OK","negbinomial.size",4.25628457118117e-08,6.17724522574648e-07,"Fam171b",41
"Gli2","OK","negbinomial.size",0.00354671482864132,0.0192144189943403,"Gli2",62
"Ccdc57","OK","negbinomial.size",7.72688179180407e-05,0.000667018707448549,"Ccdc57",78
"Msx1","OK","negbinomial.size",5.79355043659076e-13,1.47315036504602e-11,"Msx1",90
"Mlec","OK","negbinomial.size",0.00400798627458714,0.0212657647854829,"Mlec",270
"Igf2","OK","negbinomial.size",2.07652480646346e-19,9.06198299623431e-18,"Igf2",367
"Rhno1","OK","negbinomial.size",0.000229955277519697,0.00178473597543287,"Rhno1",268
"Foxo3","OK","negbinomial.size",0.000245988289098724,0.0018928641257554,"Foxo3",389
"Rimkla","OK","negbinomial.size",0.000798006591874867,0.00530546079953918,"Rimkla",11
"Efna5","OK","negbinomial.size",2.90077976353105e-27,2.25831076405269e-25,"Efna5",228
"Cdca2","OK","negbinomial.size",1.45571450866124e-18,5.90336700425582e-17,"Cdca2",104
"Nr1h5","OK","negbinomial.size",2.80012757187091e-25,1.89866714712021e-23,"Nr1h5",18
"Elfn1","OK","negbinomial.size",9.66110657759372e-06,9.79468457850579e-05,"Elfn1",35
"Ndnf","OK","negbinomial.size",0.000742088795683483,0.0049921649481779,"Ndnf",30
"Clec4a1","OK","negbinomial.size",4.51491507023748e-09,7.55200382836009e-08,"Clec4a1",12
"Bmyc","OK","negbinomial.size",1.39976644442478e-31,1.44703724566273e-29,"Bmyc",321
"Oxtr","OK","negbinomial.size",2.0265114985028e-14,5.99961573218717e-13,"Oxtr",26
"Agtr1a","OK","negbinomial.size",0.00560990425143372,0.0283907450567153,"Agtr1a",28
"Fut4","OK","negbinomial.size",0.00138667607128522,0.00861939803403118,"Fut4",16
"Zfp2","OK","negbinomial.size",0.00947281624300761,0.0432396519930554,"Zfp2",76
"Tenm2","OK","negbinomial.size",0.00074211461334013,0.0049921649481779,"Tenm2",27
"Zg16","OK","negbinomial.size",3.01520949161134e-11,6.4783342603411e-10,"Zg16",18
"Krt8","OK","negbinomial.size",5.39287793363216e-08,7.73776751979167e-07,"Krt8",163
"Chchd10","OK","negbinomial.size",7.09714124471896e-07,8.65169967412562e-06,"Chchd10",173
"Upk1b","OK","negbinomial.size",0.000866445908834734,0.00570632678967293,"Upk1b",24
"Pls1","OK","negbinomial.size",0.000143024448175022,0.0011705544064785,"Pls1",14
"Dtx3l","OK","negbinomial.size",0.000914720412073895,0.00597497194814163,"Dtx3l",50
"Sall2","OK","negbinomial.size",0.00959232521283862,0.0436745146513793,"Sall2",182
"Adamts16","OK","negbinomial.size",8.64164261021061e-33,9.31524757264754e-31,"Adamts16",90
"Tmie","OK","negbinomial.size",0.000510527519622449,0.00360255336599004,"Tmie",31
"Aftph","OK","negbinomial.size",0.00180321945639522,0.0107629927988909,"Aftph",123
"Zfp672","OK","negbinomial.size",6.86779706640777e-08,9.67783872642848e-07,"Zfp672",131
"Tmsb4x","OK","negbinomial.size",1.61923023951142e-06,1.8735533743778e-05,"Tmsb4x",403
"Rasd1","OK","negbinomial.size",5.10563856515755e-11,1.05561169809454e-09,"Rasd1",25
"Lrrc4","OK","negbinomial.size",0.000138235863831315,0.00113430755669522,"Lrrc4",50
"Shisa3","OK","negbinomial.size",1.26761827384148e-29,1.18423716071768e-27,"Shisa3",103
"Apol10b","OK","negbinomial.size",0.000155273442276317,0.00125564452312926,"Apol10b",23
"Tmx2","OK","negbinomial.size",3.6039361454307e-05,0.000329607270965715,"Tmx2",319
"Tdrp","OK","negbinomial.size",1.17532501269029e-11,2.63289503730905e-10,"Tdrp",107
"Bex1","OK","negbinomial.size",0.000172387162295043,0.00138041072435879,"Bex1",237
"Lgr4","OK","negbinomial.size",1.39327846579266e-12,3.43203672081583e-11,"Lgr4",415
"Pigm","OK","negbinomial.size",0.00876179019487367,0.0406861921714826,"Pigm",154
"Heatr1","OK","negbinomial.size",7.83939339213634e-09,1.27082814218025e-07,"Heatr1",124
"Fzd2","OK","negbinomial.size",0.0111543820208574,0.0493610758059836,"Fzd2",151
"Foxc1","OK","negbinomial.size",6.31711710266809e-14,1.73955198469105e-12,"Foxc1",108
"Hoxd10","OK","negbinomial.size",2.81459746017101e-06,3.12755093988342e-05,"Hoxd10",48
"Snx21","OK","negbinomial.size",0.00791290881105117,0.0375602581576881,"Snx21",122
"Foxl2","OK","negbinomial.size",6.61654605317888e-26,4.74135675128932e-24,"Foxl2",106
"Ppp1r3g","OK","negbinomial.size",7.89169966814947e-06,8.13819429392487e-05,"Ppp1r3g",18
"Lypd6","OK","negbinomial.size",6.02404477476801e-11,1.22738695798666e-09,"Lypd6",125
"Fam118b","OK","negbinomial.size",2.10810450899022e-06,2.3974223685649e-05,"Fam118b",203
"Pcdh20","OK","negbinomial.size",2.67484608641047e-17,1.01003469586254e-15,"Pcdh20",40
"Zfp61","OK","negbinomial.size",0.00938382358050568,0.0429422289540412,"Zfp61",95
"Gpd1l","OK","negbinomial.size",0.0112379315699724,0.0496089579840714,"Gpd1l",54
"Defb19","OK","negbinomial.size",3.91987439182794e-06,4.23628584659246e-05,"Defb19",68
"Arhgap42","OK","negbinomial.size",6.88728821313154e-05,0.000600293565611714,"Arhgap42",193
"Vamp8","OK","negbinomial.size",2.3290309962728e-06,2.62734695214602e-05,"Vamp8",336
"Ptges","OK","negbinomial.size",3.47165438611053e-51,8.10824168844925e-49,"Ptges",70
"Pgbd5","OK","negbinomial.size",1.02483421513521e-15,3.33123946424877e-14,"Pgbd5",73
"Slc29a4","OK","negbinomial.size",0.00132373990859333,0.00827714810469957,"Slc29a4",13
"Zfp623","OK","negbinomial.size",0.00553027809665353,0.0280764722993024,"Zfp623",85
"Sgms2","OK","negbinomial.size",1.30707105421313e-22,7.39227808777401e-21,"Sgms2",30
"Gja1","OK","negbinomial.size",1.35625259832841e-35,1.71050577701179e-33,"Gja1",360
"Lin28a","OK","negbinomial.size",1.56881379033279e-61,5.34753500639922e-59,"Lin28a",48
"Hs3st1","OK","negbinomial.size",7.32001211477807e-14,1.99412787972489e-12,"Hs3st1",73
"Olfml1","OK","negbinomial.size",5.54083555829441e-09,9.18278818149922e-08,"Olfml1",72
"Gprc5c","OK","negbinomial.size",0.000849473195763647,0.00560343012490043,"Gprc5c",185
"P4ha3","OK","negbinomial.size",0.000249847091460193,0.00191438123784687,"P4ha3",69
"Mb21d2","OK","negbinomial.size",1.89998850459994e-06,2.17249818857792e-05,"Mb21d2",56
"Cited1","OK","negbinomial.size",0.00185772844187235,0.0110517316551387,"Cited1",33
"Ercc6l","OK","negbinomial.size",1.99549844587564e-17,7.60339166144521e-16,"Ercc6l",66
"Bzw1","OK","negbinomial.size",0.00271745870353282,0.0153551026742634,"Bzw1",411
"Gen1","OK","negbinomial.size",0.00960528924827308,0.04369797873463,"Gen1",40
