"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1457","C3","C3","GO:0043270","positive regulation of ion transport","32/1032","318/23174",1.60263538020089e-05,0.00138772460298706,0.00111921749502554,"268860/11539/11607/11652/12306/11816/54208/12289/12389/12638/11438/12913/13167/13430/12934/93692/14805/68312/16150/16535/16867/18125/319239/18387/18779/223864/19733/20191/20193/20866/12257/22320",32
"1458","C3","C3","GO:0098911","regulation of ventricular cardiac muscle cell action potential","6/1032","14/23174",1.69635511509624e-05,0.00144518511579651,0.00116556012746936,"12389/216033/13506/13511/67451/20191",6
"1459","C3","C3","GO:0046496","nicotinamide nucleotide metabolic process","20/1032","154/23174",1.73637307544535e-05,0.00145579723563529,0.00117411893672971,"11674/11676/209692/14149/14571/15251/15277/15926/67834/16828/16832/107029/226518/74080/18641/54683/56857/21881/21991/269523",20
"1460","C3","C3","GO:0046888","negative regulation of hormone secretion","15/1032","95/23174",1.90050398919846e-05,0.00156850969858536,0.00126502296781023,"269275/11539/13615/15107/16535/93691/228355/18125/18387/218461/18641/223775/75767/52055/26950",15
"1461","C3","C3","GO:0046486","glycerolipid metabolic process","32/1032","322/23174",2.05899769371645e-05,0.00167317320280158,0.00134943541157417,"106861/214579/11812/11816/100504663/12266/12389/13167/13350/104418/18606/214253/66569/235533/102238433/74182/14756/14775/101490/19062/233575/276846/228812/18704/18710/18783/211429/18797/18805/18806/19733/26943",32
"1462","C3","C3","GO:0019362","pyridine nucleotide metabolic process","20/1032","156/23174",2.10256720990859e-05,0.00168269090950564,0.00135711156275918,"11674/11676/209692/14149/14571/15251/15277/15926/67834/16828/16832/107029/226518/74080/18641/54683/56857/21881/21991/269523",20
"1463","C3","C3","GO:0015980","energy derivation by oxidation of organic compounds","27/1032","251/23174",2.23768360329061e-05,0.00176409623769866,0.00142276599254,"11364/11652/214579/67914/209692/66148/66841/14936/15251/15926/67834/19062/16828/17202/76824/226646/17995/72157/19045/76487/19309/66072/56857/68015/216558/66694/269523",27
"1464","C3","C3","GO:0007030","Golgi organization","17/1032","121/23174",2.62375022761366e-05,0.00203803657386108,0.00164370234847561,"211673/109168/241633/102339/233824/13430/70297/71648/83679/12795/18760/228960/67727/71116/68053/75909/26951",17
"1465","C3","C3","GO:0001678","cellular glucose homeostasis","20/1032","159/23174",2.78222742541077e-05,0.00212981525522024,0.00171772301916665,"78894/12015/12289/18555/12638/78943/14756/14775/15251/15277/93691/18387/218461/236900/223775/74998/52055/214597/319613/26950",20
"1466","C3","C3","GO:0048732","gland development","41/1032","467/23174",3.00780647135397e-05,0.00226960482595595,0.00183046508113827,"78894/11364/56847/58208/12156/12162/12234/12389/12505/12576/12577/109901/12633/17684/12388/13608/13710/14183/14462/14775/15205/15251/21821/16842/54135/17069/17120/17701/17702/11614/26423/19156/279766/12394/20346/20687/20807/20852/240725/81879/22431",41
"1467","C3","C3","GO:0008406","gonad development","24/1032","214/23174",3.19373009361865e-05,0.00237595526119629,0.00191623805617119,"12638/17684/50796/13615/13667/226090/14313/14462/14463/17311/16867/16876/11614/26423/18783/12394/30953/20346/20708/20397/227631/99929/22187/22431",24
"1468","C3","C3","GO:0072524","pyridine-containing compound metabolic process","20/1032","161/23174",3.33840781293266e-05,0.00244909306498754,0.00197522462265182,"11674/11676/209692/14149/14571/15251/15277/15926/67834/16828/16832/107029/226518/74080/18641/54683/56857/21881/21991/269523",20
"1469","C3","C3","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","14/1032","89/23174",3.7329002496897e-05,0.00270098344093986,0.0021783774059833,"12015/12289/18555/12638/14756/15251/93691/218461/223775/74998/52055/214597/319613/26950",14
"1470","C3","C3","GO:0008203","cholesterol metabolic process","17/1032","125/23174",4.01603354559349e-05,0.00286657961997633,0.00231193282489571,"11307/11363/11804/11812/11816/12638/109754/13070/244373/14149/14466/208715/18145/18559/19302/18984/20660",17
"1471","C3","C3","GO:0008585","female gonad development","16/1032","113/23174",4.07672770439107e-05,0.00287110343127915,0.00231558133609413,"13615/13667/226090/14313/17311/16867/16876/26423/18783/12394/30953/20397/227631/99929/22187/22431",16
"1472","C3","C3","GO:0030111","regulation of Wnt signaling pathway","29/1032","289/23174",4.1438407166171e-05,0.00287996929804888,0.00232273177010379,"11816/70495/12156/12234/12389/12388/330938/77938/14183/14275/68259/16842/107515/14160/18099/672511/207742/192199/66072/219134/380702/54198/240725/21886/114606/17847/84092/269523/97064",29
"1473","C3","C3","GO:0009063","cellular amino acid catabolic process","14/1032","90/23174",4.24178477201463e-05,0.00288573602249479,0.00232738270651795,"30956/268860/212647/214579/104776/14085/14718/15186/56357/18125/18242/110391/58865/232078",14
"1474","C3","C3","GO:1903531","negative regulation of secretion by cell","25/1032","232/23174",4.31384867270935e-05,0.00288573602249479,0.00232738270651795,"268860/269275/11539/11816/12801/13615/15107/16535/93691/107515/228355/109731/18007/18125/18387/218461/18641/223775/75767/52055/66214/243958/110213/22320/26950",25
"1475","C3","C3","GO:0045137","development of primary sexual characteristics","24/1032","218/23174",4.31603835246287e-05,0.00288573602249479,0.00232738270651795,"12638/17684/50796/13615/13667/226090/14313/14462/14463/17311/16867/16876/11614/26423/18783/12394/30953/20346/20708/20397/227631/99929/22187/22431",24
"1476","C3","C3","GO:0051048","negative regulation of secretion","27/1032","261/23174",4.45609737213318e-05,0.00294213828995093,0.00237287185066092,"268860/269275/11539/16790/11816/12801/13615/15107/16535/93691/107515/228355/109731/18007/18125/319239/18387/218461/18641/223775/75767/52055/66214/243958/110213/22320/26950",27
"1477","C3","C3","GO:0097352","autophagosome maturation","8/1032","31/23174",4.75328300798333e-05,0.00309960998125531,0.00249987476716161,"100504663/74374/17281/244962/67727/209815/22320/269523",8
"1478","C3","C3","GO:0046545","development of primary female sexual characteristics","16/1032","116/23174",5.64137320884338e-05,0.0036125266615654,0.00291354857596907,"13615/13667/226090/14313/17311/16867/16876/26423/18783/12394/30953/20397/227631/99929/22187/22431",16
"1479","C3","C3","GO:0031669","cellular response to nutrient levels","22/1032","194/23174",5.67663220200546e-05,0.0036125266615654,0.00291354857596907,"27053/100504663/66615/12575/56506/74374/66148/13506/14275/14466/66809/18704/18760/20525/72027/20807/223255/21848/22278/74781/22414/217695",22
"1480","C3","C3","GO:0031668","cellular response to extracellular stimulus","24/1032","223/23174",6.21026721898136e-05,0.0038714780837866,0.00312239618268287,"27053/100504663/66615/26362/12575/56506/74374/66148/13506/14275/14466/66809/16828/18704/18760/20525/72027/20807/223255/21848/22278/74781/22414/217695",24
"1481","C3","C3","GO:0042135","neurotransmitter catabolic process","6/1032","17/23174",6.23013322835784e-05,0.0038714780837866,0.00312239618268287,"268860/214579/104776/17161/109731/18984",6
"1482","C3","C3","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","5/1032","11/23174",6.40028711385571e-05,0.00393096703899836,0.00317037477965411,"102632/11363/11364/66841/56357",5
"1483","C3","C3","GO:1902652","secondary alcohol metabolic process","17/1032","130/23174",6.6500779051468e-05,0.00403743810287189,0.00325624504320981,"11307/11363/11804/11812/11816/12638/109754/13070/244373/14149/14466/208715/18145/18559/19302/18984/20660",17
"1484","C3","C3","GO:0045834","positive regulation of lipid metabolic process","19/1032","156/23174",6.82592728310111e-05,0.00409710771697046,0.00330436934386486,"11666/11307/11539/11607/11652/11816/100504663/13167/13350/104418/14756/18563/18783/18984/19733/212980/20845/22325/57257",19
"1485","C3","C3","GO:0086003","cardiac muscle cell contraction","11/1032","61/23174",7.00299347738419e-05,0.00413540841608878,0.00333525934353241,"11539/12289/12389/216033/13506/13511/14463/16535/67451/20191/72821",11
"1486","C3","C3","GO:0007264","small GTPase mediated signal transduction","41/1032","485/23174",7.04632255675862e-05,0.00413540841608878,0.00333525934353241,"329165/11607/11816/211673/71302/14570/102098/12488/226751/72729/68178/54366/13131/13169/104418/13430/94176/238130/13449/239530/330171/17311/333050/67168/228355/269608/18760/19331/217371/224624/68708/78255/223864/19414/19419/233046/214952/11858/84092/22325/57257",41
"1487","C3","C3","GO:0001890","placenta development","20/1032","170/23174",7.27056738733745e-05,0.00422012493845235,0.00340358429341291,"11535/12162/12576/12577/17684/214253/14183/14388/15205/15251/50785/15486/16669/16691/16842/18783/56096/18799/11757/20687",20
"1488","C3","C3","GO:0086091","regulation of heart rate by cardiac conduction","8/1032","33/23174",7.72890555487507e-05,0.00443739990661414,0.00357881931127911,"12289/12389/216033/13506/13511/16535/67451/72821",8
"1489","C3","C3","GO:0042176","regulation of protein catabolic process","34/1032","376/23174",7.88219262534465e-05,0.00447674639215811,0.00361055275096432,"11501/12306/11816/23806/66615/53325/12234/74374/77128/13010/72584/13636/72194/14466/14756/14775/114128/269473/105689/65113/18263/269608/12795/19186/19733/76867/279766/54198/20660/99929/22187/225896/84092/269523",34
"1490","C3","C3","GO:1905939","regulation of gonad development","7/1032","25/23174",8.07585426953053e-05,0.00449385004864429,0.00362434706687328,"12638/17684/50796/26423/12394/20346/22431",7
"1491","C3","C3","GO:0071496","cellular response to external stimulus","28/1032","285/23174",8.08246411626671e-05,0.00449385004864429,0.00362434706687328,"27053/100504663/66615/26362/29810/12389/12575/56506/74374/66148/13506/14275/14466/14718/66809/16828/18125/18704/18760/20525/72027/20807/223255/21848/22278/74781/22414/217695",28
"1492","C3","C3","GO:0006644","phospholipid metabolic process","32/1032","346/23174",8.30138926095791e-05,0.00456749354962288,0.00368374148455007,"106861/214579/100504663/13167/104418/18606/214253/66569/102238433/74182/14756/208715/15926/101490/19062/14792/18563/233575/276846/228812/18704/18710/18783/211429/18797/18805/18806/18947/26943/20773/22325/57257",32
"1493","C3","C3","GO:0021783","preganglionic parasympathetic fiber development","6/1032","18/23174",8.99365070722138e-05,0.00489736732325189,0.00394978886729516,"13654/15205/78286/18846/243743/20346",6
"1494","C3","C3","GO:0090276","regulation of peptide hormone secretion","24/1032","229/23174",9.44305764696238e-05,0.00508961535625054,0.00410483934449589,"78894/268860/269275/12015/12289/18555/12638/12801/13447/93692/14756/15107/15251/16535/93691/228355/18125/23957/218461/18641/223775/214597/319613/26950",24
"1495","C3","C3","GO:0086002","cardiac muscle cell action potential involved in contraction","9/1032","43/23174",9.55148875967551e-05,0.00509605693218243,0.00411003455719371,"12289/12389/216033/13506/13511/16535/67451/20191/72821",9
"1496","C3","C3","GO:0016125","sterol metabolic process","17/1032","134/23174",9.75177512412212e-05,0.0051508876205613,0.00415425620287602,"11307/11363/11804/11812/11816/12638/109754/13070/244373/14149/14466/208715/18145/18559/19302/18984/20660",17
"1497","C3","C3","GO:0046503","glycerolipid catabolic process","10/1032","53/23174",9.99415741191939e-05,0.00522199081781447,0.00421160183337555,"11816/18606/66569/102238433/74182/14756/101490/18783/211429/18797",10
"1498","C3","C3","GO:0010035","response to inorganic substance","41/1032","493/23174",0.000100841170658288,0.00522199081781447,0.00421160183337555,"268860/56737/26362/12368/12389/12576/12633/66871/13070/93692/268566/14756/14763/14775/16510/16691/17748/17750/238505/18145/15370/18783/18799/18806/19045/11757/19156/19733/20191/69162/18174/230810/224008/20852/20866/223255/80976/22030/68015/269523/246196",41
"1499","C3","C3","GO:0001666","response to hypoxia","22/1032","202/23174",0.000103799040224731,0.00524869272041369,0.00423313725652449,"268860/52538/11501/11539/12015/12156/12389/11438/17684/231207/68655/15251/16508/236900/18806/12795/19309/66214/20191/18174/110213/22278",22
"1500","C3","C3","GO:0010876","lipid localization","33/1032","366/23174",0.000105438694784568,0.00524869272041369,0.00423313725652449,"11304/76184/11666/11307/269275/11607/11652/12306/11812/11816/241633/12266/12389/12638/74114/13350/26383/16867/432628/216749/18145/18559/18783/18779/11520/69060/19156/12394/20660/216892/20750/20845/12257",33
"1501","C3","C3","GO:0042475","odontogenesis of dentin-containing tooth","13/1032","86/23174",0.000106838560097139,0.00524869272041369,0.00423313725652449,"58208/12156/12162/13608/14313/21821/16842/17701/17702/66049/20866/546144/22420",13
"1502","C3","C3","GO:0070252","actin-mediated cell contraction","13/1032","86/23174",0.000106838560097139,0.00524869272041369,0.00423313725652449,"11539/12289/12389/216033/13506/13511/319710/14463/16535/18125/67451/20191/72821",13
"1503","C3","C3","GO:0030856","regulation of epithelial cell differentiation","18/1032","148/23174",0.000106961555866878,0.00524869272041369,0.00423313725652449,"381823/12015/12389/12576/12577/12638/14462/195733/404634/15205/15901/16150/93691/17702/18109/18222/19207/97064",18
"1504","C3","C3","GO:0006520","cellular amino acid metabolic process","26/1032","260/23174",0.000107318972700621,0.00524869272041369,0.00423313725652449,"30956/268860/74340/212647/214579/104776/27053/107869/55936/13190/14085/229487/14718/15186/56357/238505/18125/18242/18263/18451/97541/110391/109093/58865/232078/70120",26
"1505","C3","C3","GO:0033692","cellular polysaccharide biosynthetic process","11/1032","64/23174",0.000110268836349802,0.00534348617981335,0.0043095893839464,"11364/11652/56336/234356/14042/14936/19062/64580/72157/19045/76487",11
"1506","C3","C3","GO:0034637","cellular carbohydrate biosynthetic process","12/1032","75/23174",0.000111639263268747,0.00536071444168654,0.00432348419568055,"11364/11652/56336/234356/14042/14718/14936/19062/64580/72157/19045/76487",12
"1507","C3","C3","GO:0009100","glycoprotein metabolic process","31/1032","337/23174",0.000117469270968637,0.0055560724625373,0.00448104291753292,"11595/56737/211673/56336/56175/12156/109901/58250/233824/234356/13010/14042/14423/108150/232313/15251/15476/15478/54710/50785/17159/110173/64580/117148/56846/18145/68273/20449/68292/240725/269523",31
"1508","C3","C3","GO:0086001","cardiac muscle cell action potential","10/1032","54/23174",0.000117811456986781,0.0055560724625373,0.00448104291753292,"12289/12389/216033/13506/13511/16508/16535/67451/20191/72821",10
"1509","C3","C3","GO:0006643","membrane lipid metabolic process","19/1032","163/23174",0.000123437351956508,0.00576987692950688,0.00465347893216571,"214579/56336/67260/54325/14466/14756/17939/227102/66612/233575/276846/228812/18947/19156/26943/20397/216892/20773/20449",19
"1510","C3","C3","GO:0008209","androgen metabolic process","6/1032","19/23174",0.000126505183492032,0.00584561370833452,0.00471456160498013,"11535/114664/15486/20397/20750/99929",6
"1511","C3","C3","GO:1901606","alpha-amino acid catabolic process","12/1032","76/23174",0.000127271029242421,0.00584561370833452,0.00471456160498013,"30956/212647/104776/14085/14718/15186/56357/18125/18242/110391/58865/232078",12
"1512","C3","C3","GO:1901605","alpha-amino acid metabolic process","21/1032","191/23174",0.000129183085359844,0.00588228497302324,0.00474413744511151,"30956/74340/212647/214579/104776/27053/107869/55936/13190/14085/14718/15186/56357/238505/18125/18242/18263/18451/110391/58865/232078",21
