	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
Pole2	400	2.26045018299131e-12	6.28040732500961e-11	-1.8450122965525	-4.73990766309935	-2.36624248260205	-1.31726458738379
Fam173a	400	8.64940654346691e-05	0.000593505008145625	-0.42206457934879	-0.663683268064133	0.104892117493853	-1.38975319625279
Nars	401	1.17688105306627e-16	5.99352507175056e-15	-3.20213430037519	-2.62860079771556	-1.52093780884423	-1.63387951197974
Eif1ad	401	2.58367350638986e-12	7.10375803496764e-11	-3.31788871646765	-3.77088749247296	-2.16823319807202	-2.33296153285955
Hspa9	401	1.00574962078022e-11	2.49423808456892e-10	-2.25021971736638	-2.46493858049653	-1.83866116565506	-1.56599727508697
G2e3	402	5.97880053425363e-12	1.54275155817456e-10	-4.10291824628399	-1.80016250912376	-0.971252883069026	-4.79442833394677
Nop9	404	1.19861382077807e-16	6.0781732408454e-15	-4.29820881254393	-4.36024751060888	-3.07710047734925	-1.97644139818765
Mrpl40	404	1.28119402172198e-11	3.13161741198498e-10	-2.55029320380045	-3.06428429154451	-1.62855483487549	-2.0455053880028
ENSMUSG00000084106	404	1.05610443454745e-07	1.32057475114838e-06	-0.328145628157778	-0.314348812016899	-0.515246218881732	0.303450298436367
Hmox1	405	2.94516174860244e-12	8.06967533030088e-11	3.6658249726435	4.46263136247169	3.61312981877126	0.397686616747072
Gadd45a	405	9.18052598831625e-08	1.15769061283205e-06	1.83256194770312	2.06593659108054	1.4030257083024	1.73342485137757
Rplp0	405	1.07302830971567e-07	1.33892089664049e-06	-0.294405265004975	-0.25497190945529	-0.445799425400096	0.130397514238108
Ifitm3	406	5.67323950309228e-08	7.46275747245817e-07	-2.34943106797708	-2.13389103292775	-2.8177722112669	-0.850018105375135
Mapk1	407	9.02779842612019e-05	0.00061786512221127	-1.35850172675443	-1.20575752645101	-0.584918423984821	-1.86459124168043
Ska2	408	1.65810063650953e-13	5.58547066036636e-12	-3.4749388650027	-4.04114868940637	-0.969915284820999	-3.76809341486528
Dntt	408	3.8698568121918e-12	1.03879011923654e-10	3.1547643082405	2.94937805108024	2.8089988541842	-1.20883436409236
Prss16	409	6.66912770941179e-16	3.10395037794404e-14	-3.90898833637725	-3.90648478467078	-1.67663654283673	-2.57735080240831
Rbm47	409	5.93723382740606e-12	1.53483947953477e-10	2.80356824384566	1.90800605433155	2.34028883572388	-0.947555139302905
Ipo4	410	1.42948840316967e-16	7.17247314189543e-15	-4.57997645812608	-2.57605995635122	-2.12048169271642	-1.22494600164867
Wdr5	410	3.06120099734929e-16	1.4812324747622e-14	-4.04220405103173	-4.09578986653516	-3.68543347572329	-2.42178569931918
Fam162a	410	2.30529351071246e-10	4.69407496278035e-09	-2.4350010241041	-2.45128658534152	-2.14902362139378	-1.03283153467482
Nol12	410	9.01870222097481e-08	1.13909609623709e-06	-2.41097056330525	-1.21276661964592	-1.50622102132926	-2.16001945709279
Gcsh	411	1.64850716341319e-16	8.25398860367492e-15	-3.93418485422405	-2.54650527695014	-2.78143600581499	-0.462495936333889
Acot7	411	3.31550564737128e-12	9.02204471526672e-11	-1.86407074501164	-2.10268292781533	-1.37049967980423	-0.680859697159433
Ino80e	411	4.51593873011263e-11	1.03371097996409e-09	-2.55945391702593	-2.55833891759646	-1.47295073732701	-2.0451278508629
ENSMUSG00000106895	411	9.61673447746198e-09	1.45492872822823e-07	-0.715176123264833	-0.710521989413815	-0.886781864046607	0.21103217879341
ENSMUSG00000094955	412	6.49960008112633e-09	1.00638013495721e-07	-0.572392281564064	-0.387773530703435	-0.541846154864404	0.0527566980161929
Tle2	412	5.07911544850043e-05	0.000366605774542294	0.617226863484558	1.25437470627924	1.99291337009644	1.9555803620309
Hdhd2	413	1.69641578266049e-16	8.4405557654842e-15	-3.84702027443948	-3.44177805792286	-2.78384919679689	-0.0701756437711631
ENSMUSG00000058542	413	7.75293528381887e-14	2.70760734001563e-12	1.32678294402872	1.33629705806555	1.28550460760369	0.688265996948924
ENSMUSG00000082203	413	9.48115043724583e-05	0.000646659595207965	-0.0997994906339089	-0.00323210271091253	-0.0234071081202045	0.553813632317452
Ebna1bp2	414	4.47996773324352e-14	1.60947239576633e-12	-2.92693372243142	-2.05190660209518	-2.4994355068662	-1.21439482044819
Pgp	414	3.44910429451722e-12	9.37486256417179e-11	-2.88731521646531	-3.71240682218055	-1.82243204110433	-3.03517865050176
Kdm5c	414	9.66124409976008e-05	0.000657999336840189	-0.960446463136741	0.150981677501135	-0.143188657830531	-2.14556620016813
Prr11	415	6.80433491203214e-11	1.50118271997087e-09	-3.06999415050834	-1.47570117120761	0.118418867558003	-3.98334444855579
Tuba1a	417	1.53464731083052e-07	1.88136685533414e-06	0.664850192246389	1.8397702193653	3.10143537799448	-1.49541989466303
Dmd	417	9.85937156574081e-05	0.000669425654111068	0.0494415621133678	0.138843480769217	0.209334054420303	0.42451392424391
Ptcd3	418	1.88800294715305e-16	9.33521290896903e-15	-3.93717440312982	-3.17506485572875	-1.72829887457746	-2.23451296933565
Ndufa5	418	3.88276734145909e-12	1.04108067285143e-10	-2.65154395951103	-2.71627691003107	-2.16726429797128	-1.27273157808789
Ganab	418	9.90431948251756e-05	0.000672052582746691	-0.892029255434235	-0.35589184221674	-0.0849144950696136	-1.61702095306171
Lnpk	419	2.08301579818758e-16	1.0278083968526e-14	-3.76567467467782	-3.37855692237861	-1.46566500104535	-1.9339282225741
Ppm1g	419	4.04921617510772e-12	1.07962453242811e-10	-2.32427705424341	-2.90678350659172	-2.00052737329616	-1.09440718674528
Ptpa	419	1.58228311102901e-07	1.93776721058718e-06	-1.5458488229859	-1.34778927833907	-1.93231044167299	-1.66452790740408
Mrps18a	419	2.81089006423087e-06	2.65705081071553e-05	-2.08517069430176	-2.12915862977839	-0.965459157495126	-1.84287583703254
Hist1h2ae	420	2.06564780964735e-12	5.80015370210661e-11	-3.57953747690873	-4.19704388925336	-0.699159775621768	-3.46153321215518
ENSMUSG00000061833	420	4.11030129338053e-09	6.64098475954273e-08	-0.949090360991551	-0.675929383586122	-0.954788427137658	-0.135436285556893
Raly	420	2.41569202282126e-06	2.32789316769685e-05	-1.28510789129484	-1.69965178836874	-1.18592334511946	-1.60364866366045
ENSMUSG00000080904	421	4.22851381059735e-12	1.12239669595354e-10	-0.887459893923457	-1.08042593664168	-0.973013475366968	-0.650197001820812
LOC108167922	421	1.61834105842115e-07	1.97785228121429e-06	-0.574399115910557	-0.665082543591046	-1.02969972805628	0.0430494761770699
Pdzd11	421	1.16358052765877e-06	1.19488064288897e-05	-2.42314901384234	-2.74447015770193	-1.0936633587239	-2.58885223841217
Kpna3	422	4.88209745309602e-12	1.28583525722019e-10	-3.00999153673639	-4.15414629923152	-2.15661205066518	-0.771873418175196
Rpl7l1	422	3.5772346396451e-10	7.01379813970975e-09	-2.63117219687413	-2.17075071135108	-2.35277374769078	-2.08634118154888
Actl6a	422	3.17764286418953e-07	3.66685493639105e-06	-2.02724021955622	-2.01211736384286	-1.8013350029379	-2.10229204972348
Cox6b1	423	1.59754309642032e-09	2.77939776606908e-08	-0.728978511868626	-0.600987588349251	-0.851676666764757	-0.280796132165388
Bcl7c	424	2.7948067511801e-16	1.36206739678926e-14	-2.96696167686384	-2.20374908900466	-2.43781767903023	-1.01146835955119
Fh1	424	4.77577078413645e-13	1.50042478942031e-11	-3.39108200544306	-3.37693079605381	-2.26064066859201	-2.60276756692126
Ivl	424	3.11583212321732e-08	4.26865411212428e-07	2.17969680977641	1.93090634228416	2.03796143086432	0.50606730139605
Hist1h2an	425	5.37123500314694e-12	1.40224019846151e-10	-1.80586187003819	-2.64190231659981	-0.10417209038805	-1.54950678880955
ENSMUSG00000106248	425	2.23287550485787e-10	4.55832430317894e-09	-1.4027448815223	-0.249924899268967	0.563421115041418	-1.87656850841338
Prkce	425	1.48219043923182e-09	2.59771077496318e-08	3.27477490891407	3.1923763020747	3.93408267210718	0.0330614765411036
Mthfd1	427	5.66763875554028e-12	1.47154424151763e-10	-3.11965183611526	-3.88636220395503	-2.90101171529447	-1.0989085045301
ENSMUSG00000086721	427	9.72806171675093e-11	2.0731406076119e-09	-1.19153609542409	-1.02347611291727	-0.709008003298098	-1.02005776576246
ENSMUSG00000081308	428	5.74553288428696e-08	7.5370109535023e-07	-0.810716647913232	-0.0825575641064239	0.620310846863269	-1.22096068971117
Polr1d	428	1.03053573954406e-07	1.29131883527799e-06	-0.832670330115835	-0.636838878672684	-1.03444050198114	-0.305965622312613
Fbl	429	9.64965428617721e-14	3.33572278907198e-12	-2.15256541924467	-2.07646678292757	-1.96047633990221	-0.537618780563092
ENSMUSG00000059195	429	1.86136776685986e-07	2.25401780036803e-06	0.674163167916743	0.653297650826075	1.00903790241689	0.195639988300138
ENSMUSG00000048261	430	3.07883460227052e-16	1.48226565477327e-14	-3.06291864373297	-2.69938834827159	-2.21219382052327	0.907825837130223
ENSMUSG00000083362	430	1.94626649187009e-07	2.34607480872511e-06	-0.398807224023471	-0.418123666620149	-0.626316740780689	0.214762723287402
Prmt5	431	3.16630501103109e-16	1.52129761772429e-14	-4.53678826161294	-4.41161690767377	-4.11040523134857	-0.349807963419818
Rfc1	431	6.18475560248281e-12	1.58846698157504e-10	-1.33141366653087	-3.26244987422449	-1.76541068889939	-1.45892093018851
Rpl7	431	1.97981477948053e-07	2.38168613557843e-06	-0.272235066389491	-0.242059129359763	-0.526616027949002	0.34866687661169
Fancl	431	4.0424385542864e-05	0.000299226007272311	-1.82873238242651	-2.32267822107594	-0.569987226390641	-2.77771980054537
Agpat5	432	3.29717361297017e-16	1.58098145236431e-14	-3.93519829668933	-3.39443895330499	-2.49604534972291	-1.87304678541371
Slc35a4	432	3.98977558357131e-08	5.36701542443871e-07	-2.22426023340564	-2.57744531394436	-2.61582580354564	-1.26694487615758
ENSMUSG00000060438	433	2.00749779727314e-07	2.41254775707666e-06	-0.23624478356568	-0.290766889962442	-0.493932239854485	0.281371052354532
Dnph1	434	3.3911092628424e-16	1.61949300397954e-14	-4.69649265613036	-4.15173365315871	-3.38945297638246	-0.560019348685138
Pik3ap1	434	7.86932897536571e-14	2.74422655456192e-12	3.78372609677832	3.78038640587583	3.5753863164106	0.398337210198595
Rpl37rt	434	2.11085383632956e-07	2.52146844748497e-06	-0.130158593113397	-0.141092155226473	-0.421636281233048	0.408083870211203
ENSMUSG00000103260	434	1.39427653292633e-06	1.40627984658978e-05	-2.02846201577176	-2.92094466552482	-0.653934787733113	-3.2714689130705
Ripk2	435	2.2978822682899e-07	2.72571241829121e-06	0.737035372206815	0.978276614164447	2.06384227363023	1.2765345417172
Il4ra	435	0.000119297065992452	0.000798633622064744	0.656576141070076	2.06291043120259	0.559702482611008	3.48241660076737
Anapc15	436	7.02217850360113e-12	1.79193638788783e-10	-2.72035147233796	-2.99664220227706	-1.85556220317933	-3.06021608789159
Gm9794	436	2.30737560685288e-07	2.73424584244056e-06	-0.280774516226051	-0.285640295204645	-0.406307116702865	0.285293662488247
Mrps5	436	5.9135753088217e-06	5.23996284426594e-05	-2.0155155797855	-2.06228565160425	-1.20987599495781	-1.68394411146716
Phb	437	3.60760440695479e-16	1.71599311221212e-14	-2.84640447471448	-2.1200413298946	-2.45245183714449	-1.08839208082429
ENSMUSG00000044424	437	2.31647275753848e-07	2.74229325995708e-06	-0.338293858368908	-0.265603959124439	-0.631573066205653	0.309033725872828
Srrt	437	2.54389350503823e-06	2.43760754352636e-05	-1.92889957905295	-2.09611146693487	-1.44682967981485	-1.99139268638129
Cyc1	438	7.18698300843602e-12	1.83006442065989e-10	-2.02650180690671	-2.17903194104066	-1.91289796855826	-0.859703344111227
Rpl10a	439	4.38984406730195e-11	1.00873102852794e-09	-0.877279940763604	-0.54178988634408	-0.884515213976327	0.810533199751265
Anapc10	439	0.000120752493519599	0.000807608704549104	-0.291514160326216	-0.0293857584355635	0.134703464023346	-2.08904732271301
Pld3	440	2.42675891493627e-07	2.86287734493697e-06	2.53430964865159	2.71841864585793	3.35250527815204	0.0292246659634167
Oip5	440	1.28791321085642e-05	0.000105585797634603	-2.31649563707637	-2.84361215207212	-0.701569867163091	-4.38935282947077
Ss18l2	441	2.15648510131482e-09	3.67390294875146e-08	-2.35800121966936	-2.0575938764823	-1.63171941010286	-1.9396979514302
ENSMUSG00000084383	441	1.02083987197529e-08	1.53080924812032e-07	-0.790314383902746	-0.653858694844496	-0.869760420547603	-0.134640405504894
Ndufc2	442	1.29263957272793e-09	2.28401537579409e-08	-1.59833325809462	-1.3960001118131	-1.52395630647352	-1.06825050962016
Hnrnpa2b1	442	1.04886631555951e-08	1.57085564124382e-07	-0.610879130754447	-0.47484873299479	-0.471424401623025	-0.685159206656778
Rbm3	443	3.50398204064604e-13	1.12160437244528e-11	-1.02460435957988	-1.03662297600702	-0.772648886750184	-0.865851746830327
Alkbh1	444	5.07246710164629e-16	2.39362073568361e-14	-3.6591966913123	-2.31813158406195	-3.17404743546616	-0.0630655264696642
ENSMUSG00000083912	444	8.83148638018721e-14	3.06626628583931e-12	-1.30107022589254	-1.64567182569859	-1.0801899110018	-0.749961752043324
ENSMUSG00000051255	445	1.1553288513011e-07	1.43484000368115e-06	-1.61626856016564	-1.67937601035555	-1.6176839538507	-1.39347554858172
Mrps16	446	1.69094034235014e-07	2.0591722561246e-06	-2.03937569040204	-2.11538169116821	-1.80873955074518	-1.77016811936483
Pebp1	447	3.00864780124528e-07	3.48628419916321e-06	-0.779328342020407	-0.897442779769095	-1.04624370182775	0.13023374734359
Cinp	448	9.8323069592159e-12	2.44348752780597e-10	-2.77103096130885	-3.55718284248489	-1.92212329293557	0.252843156228078
Wdr12	449	1.84637635898408e-15	8.13192017513303e-14	-3.69975116102841	-3.29942139143035	-2.94062879008462	0.859972509807636
Asf1a	449	0.000143143578904196	0.000943826930157609	-1.33206299865897	-1.46232242313693	-0.418738674795858	-2.05698756785933
Dnajc2	450	1.30994468382617e-12	3.81326981829103e-11	-2.89515602003486	-2.85278363933762	-1.90008439110897	-0.995872757218742
Ccr1	450	3.01220370466723e-10	5.97990323106015e-09	2.97227855831899	2.7511093962166	2.74242388499531	1.33716596869813
Gm9828	450	0.000143500466058507	0.000945917844864046	0.698310852825132	0.835512603805976	0.486236772351389	0.980749685651886
Pcgf3	451	0.000146031402108908	0.000961002998438338	-0.853866142823244	-0.591512677977393	0.742938925276121	-2.49433555879965
Stard4	452	7.65533976390837e-16	3.5352804971851e-14	-4.25453555796351	-4.25414748606824	-2.53909279548001	-0.807195472983694
ENSMUSG00000040078	452	1.067724758473e-11	2.64242434243116e-10	-1.81180948155758	-2.06249449223309	-1.59179251068286	-1.40001273939487
ENSMUSG00000043889	452	3.33227573151195e-07	3.83227822642886e-06	0.690835867035053	0.608940147664634	0.974143147556592	0.108032975942495
Cisd2	452	9.17861967204479e-07	9.62925062462466e-06	-1.94970460858015	-2.49080610410758	-1.79845674635948	-2.04039896550333
Unc93b1	453	3.35000120129109e-07	3.84708249977335e-06	1.7127288398366	1.69019309833787	2.05033439876027	-0.14059957420038
ENSMUSG00000081670	453	3.55866272838767e-07	4.05731906372215e-06	-1.12790776044145	-0.967928368647129	-0.0311693896823065	-2.55036126070504
B9d2	454	0.000148465012134661	0.000975129352001836	-0.217339581148626	-0.0804793890660215	0.662964723100049	-1.38629347016203
Stil	455	1.22852869957536e-11	3.01528359772970e-10	-2.88252027465012	-4.96480189181432	-1.11042613807016	-3.64398236896037
Ddost	455	9.65484894629444e-11	2.05938360977328e-09	-2.02588388675748	-2.21039563126573	-1.84011070279924	-1.24082878739052
Myg1	455	4.14993487102036e-08	5.56044512887196e-07	-2.77336468414955	-3.09901809644486	-2.80503929206645	-3.42470004365763
Arpc5	456	7.98069214414046e-16	3.65009233200177e-14	1.23290628075763	1.25806833299899	1.00659839502136	0.525568796602452
Mrpl12	456	1.19601316635775e-12	3.50737128674307e-11	-2.54958015963421	-2.62162760909254	-1.48947844794451	-0.122883155919526
Vat1	456	8.32420559856467e-12	2.09054468585706e-10	3.01038246435499	2.14973167654925	2.94213543447783	0.406197263214533
Gpn3	456	2.22309679699279e-11	5.28719111228795e-10	-3.19949337013116	-2.26638187497599	-1.51167445320317	-2.31066621306489
Gtf2f2	457	7.60109210121258e-14	2.6584819623991e-12	-3.91839601192503	-4.23487274461507	-3.35690482699616	-0.406595145123517
ENSMUSG00000090602	457	8.17500590598134e-11	1.77396136370396e-09	-0.926907011975754	-0.903080255455861	-1.08179850651416	0.505802581832894
Tcf25	457	4.64436100941031e-06	4.20627714725078e-05	-1.53121296305756	-0.910207364381375	-1.37276014788165	-1.70985457966919
Cox5b	458	8.98520878386676e-16	4.07839460689779e-14	-1.0109892595085	-0.908098828620786	-0.891425341556081	-0.492657509377336
Phxr4	458	1.75029000858514e-07	2.12708979428617e-06	2.63959326637845	2.42990174473009	2.76532262559295	0.166071351479961
ENSMUSG00000080730	458	0.000153194552206227	0.00100231802891904	-0.00940257807618023	0.124456506363602	-0.0227192856557849	0.489121152895757
ENSMUSG00000060143	459	1.82558214671124e-10	3.76237610010688e-09	-0.573778159070783	-0.516099455684787	-0.593132028793788	-0.0399730103823998
Exosc9	459	8.74062698389352e-06	7.42953293630948e-05	-2.21321388382331	-2.10320726235549	-2.13054751872927	-2.44710399357152
ENSMUSG00000083097	460	9.71238226169281e-16	4.39143702147984e-14	-1.19735597351345	-0.897101111524265	-0.897730212273303	0.557791742246366
Wdr76	460	1.37213151486097e-11	3.34016415741438e-10	-1.59735028961617	-3.22766357058724	-1.06178299594557	-0.784649064028029
Tyrobp	461	1.06671393667635e-12	3.14760019304884e-11	3.03472411528382	2.00862292015684	2.72940246625309	0.714721550350588
Csf2rb2	461	8.85960680310364e-11	1.90685998731416e-09	3.5952098125819	3.76406957198338	4.13433072628214	1.19290651477578
H2-DMb2	461	0.000137086865791325	0.000906656543135454	0.908620694293299	1.01076600384407	0.982113276383028	1.08547231865641
ENSMUSG00000080242	462	1.02477186217428e-15	4.61593734812327e-14	1.05021827458603	0.882673254499072	0.999472186964787	0.269142002655272
Mrpl42	462	3.82392608945715e-10	7.42837986984781e-09	-2.25680173628524	-2.1104518491681	-2.23480137231558	-1.22317065799388
Txn1	462	4.06813467996309e-10	7.86445444388897e-09	-1.13513448017426	-1.21235566362909	-0.854817674607964	-1.22205772374425
Lyz1	463	1.15026509749772e-07	1.42929753468068e-06	1.82549271399826	1.9406761588978	1.89688341797101	1.37634133089799
ENSMUSG00000089639	464	1.6142253919847e-11	3.89362297135621e-10	-1.42426315149399	-2.79726369838511	-0.367975473280708	-1.71475029333153
Atp5j	464	2.3938946140791e-10	4.85370806535748e-09	-0.753330249911105	-0.949624797534057	-0.905137508740993	-0.517339919447321
Gar1	465	1.10047971080541e-15	4.93824697397832e-14	-3.03182378691692	-3.02215177417442	-2.43306246223162	-1.18395312007686
Gtse1	465	4.91192279037168e-12	1.29225951021471e-10	-4.22941797758577	-2.5653667458133	-0.394270820138806	-4.75841076348587
Prim2	465	1.65480684922018e-11	3.98342826872504e-10	-3.52195993447358	-4.96709720178684	-1.87311989213444	-3.25793898317359
