"","x"
"1346","Fcna"
"1347","Lcn8"
"1348","Lcn5"
"1349","Lcn6"
"1350","Lcn10"
"1351","Obp2a"
"1352","Bmyc"
"1353","Obp2b"
"1354","Lcn3"
"1355","Lcn11"
"1356","Glt6d1"
"1357","Lcn9"
"1358","Sohlh1"
"1359","Kcnt1"
"1360","Camsap1"
"1361","Ubac1"
"1362","Nacc2"
"1363","Lhx3"
"1364","Qsox2"
"1365","C030048H21Rik"
"1366","4932418E24Rik"
"1367","Gpsm1"
"1368","Dnlz"
"1369","Card9"
"1370","Snapc4"
"1371","Sdccag3"
"1372","Pmpca"
"1373","Inpp5e"
"1374","Sec16a"
"1375","Notch1"
"1376","Egfl7"
"1377","Gm20532"
"1378","Agpat2"
"1379","Fam69b"
"1380","Lcn4"
"1381","Abo"
"1382","Surf6"
"1383","Med22"
"1384","Rpl7a"
"1385","Surf1"
"1386","Surf2"
"1387","Surf4"
"1388","Stkld1"
"1389","Rexo4"
"1390","Adamts13"
"1391","Cacfd1"
"1392","Slc2a6"
"1393","Tmem8c"
"1394","Adamtsl2"
"1395","Fam163b"
"1396","Dbh"
"1397","Sardh"
"1398","Vav2"
"1399","Brd3"
"1400","Wdr5"
"1401","Rxra"
"1402","Col5a1"
"1403","Fcnb"
"1404","Olfm1"
"1405","Ppp1r26"
"1406","1700007K13Rik"
"1407","Mrps2"
"1408","Gbgt1"
"1409","Gm10134"
"1410","Ralgds"
"1411","Cel"
"1412","Gtf3c5"
"1413","Gfi1b"
"1414","Tsc1"
"1415","1700026L06Rik"
"1416","Ak8"
"1417","Gtf3c4"
"1418","Ddx31"
"1419","Barhl1"
"1420","1700101E01Rik"
"1421","Ttf1"
"1422","Setx"
"1423","Ntng2"
"1424","Med27"
"1425","Rapgef1"
"1426","Gm13547"
"1427","Trub2"
"1428","Coq4"
"1429","Slc27a4"
"1430","Urm1"
"1431","Cercam"
"1432","Odf2"
"1433","Gle1"
"1434","Sptan1"
"1435","Wdr34"
"1436","Set"
"1437","Pkn3"
"1438","Zdhhc12"
"1439","Zer1"
"1440","Tbc1d13"
"1441","Endog"
"1442","D2Wsu81e"
"1443","Ccbl1"
"1444","Lrrc8a"
"1445","Gm28035"
"1446","Phyhd1"
"1447","Gm28038"
"1448","Dolk"
"1449","Nup188"
"1450","Sh3glb2"
"1451","Fam73b"
"1452","Dolpp1"
"1453","Crat"
"1454","Ppp2r4"
"1455","Ier5l"
"1456","Cstad"
"1457","1700001O22Rik"
"1458","Ntmt1"
"1459","Asb6"
"1460","Prrx2"
"1461","Ptges"
"1462","Tor1b"
"1463","Tor1a"
"1464","BC005624"
"1465","Usp20"
"1466","Fnbp1"
"1467","Gpr107"
"1468","Ncs1"
"1469","Hmcn2"
"1470","Ass1"
"1471","Fubp3"
"1472","Prdm12"
"1473","Exosc2"
"1474","Abl1"
"1475","Qrfp"
"1476","Fibcd1"
"1477","Lamc3"
"1478","Aif1l"
"1479","Nup214"
"1480","Fam78a"
"1481","Ppapdc3"
"1482","Prrc2b"
"1483","Pomt1"
"1484","Uck1"
"1485","Swi5"
"1486","Golga2"
"1487","Dnm1"
"1488","Ciz1"
"1489","1110008P14Rik"
"1490","Lcn2"
"1491","Ptges2"
"1492","Slc25a25"
"1493","Naif1"
"1494","Fam102a"
"1495","Dpm2"
"1496","9430097D07Rik"
"1497","Pip5kl1"
"1498","St6galnac4"
"1499","St6galnac6"
"1500","Ak1"
"1501","Eng"
"1502","Fpgs"
"1503","Cdk9"
"1504","Sh2d3c"
"1505","6330409D20Rik"
"1506","Ttc16"
"1507","Tor2a"
"1508","Ptrh1"
"1509","1700019L03Rik"
"1510","Stxbp1"
"1511","Fam129b"
"1512","Lrsam1"
"1513","Rpl12"
"1514","Slc2a8"
"1515","Garnl3"
"1516","Ralgps1"
"1517","Angptl2"
"1518","Zbtb34"
"1519","Zbtb43"
"1520","Lmx1b"
"1521","Mvb12b"
"1522","Pbx3"
"1523","Mapkap1"
"1524","Gapvd1"
"1525","Hspa5"
"1526","Rabepk"
"1527","Fbxw2"
"1528","Psmd5"
"1529","Cutal"
"1530","Phf19"
"1531","Traf1"
"1532","Hc"
"1533","AI182371"
"1534","Cntrl"
"1535","Rab14"
"1536","Gsn"
"1537","Stom"
"1538","4930568D16Rik"
"1539","4930402F06Rik"
"1540","Ggta1"
"1541","Dab2ip"
"1542","Ttll11"
"1543","Ndufa8"
"1544","Morn5"
"1545","Lhx6"
"1546","Rbm18"
"1547","Mrrf"
"1548","Ptgs1"
"1549","Olfr338"
"1550","Olfr339"
"1551","Olfr340"
"1552","Olfr341"
"1553","Olfr342"
"1554","Olfr344"
"1555","Olfr345"
"1556","Olfr346"
"1557","Olfr347"
"1558","Olfr348"
"1559","Olfr50"
"1560","Olfr3"
"1561","Olfr350"
"1562","Olfr351"
"1563","Olfr352"
"1564","Olfr353"
"1565","Olfr354"
"1566","Olfr355"
"1567","Olfr356"
"1568","Olfr357"
"1569","Olfr358"
"1570","Olfr360"
"1571","Olfr361"
"1572","Olfr362"
"1573","Olfr364-ps1"
"1574","Olfr365"
"1575","Olfr366"
"1576","Olfr368"
"1577","Pdcl"
"1578","Rc3h2"
"1579","Zbtb6"
"1580","Zbtb26"
"1581","Rabgap1"
"1582","Strbp"
"1583","Gpr21"
"1584","Crb2"
"1585","Dennd1a"
"1586","Lhx2"
"1587","Nek6"
"1588","Psmb7"
"1589","Nr5a1"
"1590","Nr6a1"
"1591","Olfml2a"
"1592","Wdr38"
"1593","Rpl35"
"1594","Arpc5l"
"1595","Golga1"
"1596","Scai"
"1597","Ppp6c"
"1598","Lrp1b"
"1599","Kynu"
"1600","Arhgap15"
"1601","Gtdc1"
"1602","Zeb2"
"1603","Acvr2a"
"1604","Orc4"
"1605","Mbd5"
"1606","Epc2"
"1607","Kif5c"
"1608","Lypd6b"
"1609","Lypd6"
"1610","Mmadhc"
"1611","Rnd3"
"1612","Tas2r134"
"1613","Rbm43"
"1614","Nmi"
"1615","Tnfaip6"
"1616","Rif1"
"1617","Neb"
"1618","Arl5a"
"1619","Cacnb4"
"1620","Stam2"
"1621","Fmnl2"
"1622","Prpf40a"
"1623","Arl6ip6"
"1624","Rprm"
"1625","Galnt13"
"1626","Kcnj3"
"1627","Nr4a2"
"1628","Gpd2"
"1629","Galnt5"
"1630","Ermn"
"1631","Cytip"
"1632","Acvr1c"
"1633","Acvr1"
"1634","Gm17409"
"1635","Upp2"
"1636","Ccdc148"
"1637","Gm11099"
"1638","Pkp4"
"1639","Dapl1"
"1640","Tanc1"
"1641","Wdsub1"
"1642","Baz2b"
"1643","March7"
"1644","Cd302"
"1645","Ly75"
"1646","Pla2r1"
"1647","Pla2r1"
"1648","Itgb6"
"1649","Rbms1"
"1650","Tank"
"1651","Psmd14"
"1652","Tbr1"
"1653","Slc4a10"
"1654","Dpp4"
"1655","Gcg"
"1656","Fap"
"1657","Ifih1"
"1658","Gca"
"1659","Kcnh7"
"1660","Fign"
"1661","Grb14"
"1662","Cobll1"
"1663","Slc38a11"
"1664","Scn3a"
"1665","Scn2a1"
"1666","Csrnp3"
"1667","Galnt3"
"1668","Ttc21b"
"1669","Scn1a"
"1670","Scn9a"
"1671","Scn7a"
"1672","Gm21830"
"1673","Gm26727"
"1674","Xirp2"
"1675","B3galt1"
"1676","Stk39"
"1677","4933409G03Rik"
"1678","4932414N04Rik"
"1679","Cers6"
"1680","Nostrin"
"1681","Spc25"
"1682","G6pc2"
"1683","Abcb11"
"1684","Dhrs9"
"1685","Lrp2"
"1686","Bbs5"
"1687","Klhl41"
"1688","Fastkd1"
"1689","Ppig"
"1690","Ccdc173"
"1691","Phospho2"
"1692","Klhl23"
"1693","Ssb"
"1694","Mettl5"
"1695","Ubr3"
"1696","Myo3b"
"1697","Sp5"
"1698","Erich2"
"1699","Gad1"
"1700","Gm26558"
"1701","Gorasp2"
"1702","Tlk1"
"1703","Mettl8"
"1704","Dcaf17"
"1705","Cybrd1"
"1706","Dync1i2"
"1707","Slc25a12"
"1708","Hat1"
"1709","Metap1d"
"1710","Dlx1"
"1711","Dlx2"
"1712","Itga6"
"1713","Pdk1"
"1714","Rapgef4"
"1715","Zak"
"1716","Cdca7"
"1717","Sp3"
"1718","Gm11084"
"1719","Ola1"
"1720","Sp9"
"1721","Cir1"
"1722","Scrn3"
"1723","Gpr155"
"1724","Wipf1"
"1725","Chrna1"
"1726","Chn1"
"1727","Atf2"
"1728","Atp5g3"
"1729","Lnp"
"1730","Evx2"
"1731","Hoxd13"
"1732","Hoxd12"
"1733","Hoxd11"
"1734","Hoxd10"
"1735","Hoxd9"
"1736","Hoxd8"
"1737","Hoxd3"
"1738","Hoxd4"
"1739","Gm28230"
"1740","Hoxd1"
"1741","Mtx2"
"1742","Hnrnpa3"
"1743","Nfe2l2"
"1744","Agps"
"1745","Ttc30b"
"1746","Ttc30a2"
"1747","Ttc30a1"
"1748","Pde11a"
"1749","Cyct"
"1750","Rbm45"
"1751","Osbpl6"
"1752","Prkra"
"1753","Dfnb59"
"1754","Fkbp7"
"1755","Plekha3"
"1756","Ttn"
"1757","Ccdc141"
"1758","Sestd1"
"1759","Zfp385b"
"1760","Cwc22"
"1761","Ube2e3"
"1762","Itga4"
"1763","Cerkl"
"1764","Neurod1"
"1765","Ssfa2"
"1766","Ppp1r1c"
"1767","Pde1a"
"1768","Prdx6b"
"1769","Dnajc10"
"1770","Frzb"
"1771","Nckap1"
"1772","Dusp19"
"1773","Nup35"
"1774","Zfp804a"
"1775","Fsip2"
"1776","Zc3h15"
"1777","Itgav"
"1778","Fam171b"
"1779","Zswim2"
"1780","Gm13698"
"1781","Gm13693"
"1782","Gm13695"
"1783","Gm13696"
"1784","Gm13694"
"1785","Gm13697"
"1786","Gm13691"
"1787","Calcrl"
"1788","Tfpi"
"1789","Ctnnd1"
"1790","Gm28635"
"1791","Btbd18"
"1792","2700094K13Rik"
"1793","Tmx2"
"1794","Med19"
"1795","Zdhhc5"
"1796","Clp1"
"1797","Ypel4"
"1798","Gm19426"
"1799","Serping1"
"1800","Ube2l6"
"1801","Smtnl1"
"1802","Timm10"
"1803","Slc43a1"
"1804","Rtn4rl2"
"1805","Slc43a3"
"1806","Prg2"
"1807","Prg3"
"1808","P2rx3"
"1809","Ssrp1"
"1810","Tnks1bp1"
"1811","Aplnr"
"1812","Lrrc55"
"1813","Olfr987"
"1814","Olfr988"
"1815","Olfr992"
"1816","Olfr993"
"1817","Olfr994"
"1818","Olfr995"
"1819","4833423E24Rik"
"1820","Olfr996"
"1821","Olfr998"
"1822","Olfr1000"
"1823","Olfr1002"
"1824","Olfr154"
"1825","Olfr1006"
"1826","Olfr1008"
"1827","Olfr1009"
"1828","Olfr1012"
"1829","Olfr1013"
"1830","Olfr1014"
"1831","Olfr1015"
"1832","Olfr1016"
"1833","Olfr1018"
"1834","Olfr1019"
"1835","Olfr1020"
"1836","Olfr1022"
"1837","Olfr1023"
"1838","Olfr1024"
"1839","Olfr1025-ps1"
"1840","Olfr1026"
"1841","Olfr1028"
"1842","Olfr1029"
"1843","Olfr1030"
"1844","Olfr1031"
"1845","Olfr1032"
"1846","Olfr1033"
"1847","Olfr1034"
"1848","Olfr1036"
"1849","Olfr1037"
"1850","Olfr1039"
"1851","Olfr1040"
"1852","Olfr1042"
"1853","Olfr1043"
"1854","Olfr1044"
"1855","Olfr52"
"1856","Olfr1045"
"1857","Olfr1046"
"1858","Olfr1047"
"1859","Olfr1048"
"1860","Olfr1049"
"1861","Olfr1051"
"1862","Olfr1052"
"1863","Olfr1053"
"1864","Olfr1054"
"1865","Olfr1055"
"1866","Olfr1056"
"1867","Olfr1057"
"1868","Olfr1058"
"1869","Olfr1061"
"1870","Olfr1062"
"1871","Olfr1065"
"1872","Olfr1066"
"1873","Olfr228"
"1874","Olfr1076"
"1875","Olfr1079"
"1876","Olfr1080"
"1877","Olfr1082"
"1878","Olfr1084"
"1879","Olfr1085"
"1880","Olfr1086"
"1881","Olfr1087"
"1882","Olfr1089"
"1883","Olfr1090"
"1884","Olfr1093"
"1885","Olfr141"
"1886","Olfr1094"
"1887","Olfr1095"
"1888","Olfr1097"
"1889","Olfr1098"
"1890","Olfr1099"
"1891","Olfr1100"
"1892","Olfr1101"
"1893","Olfr1102"
"1894","Olfr1104"
"1895","Olfr1105"
"1896","Olfr1106"
"1897","Olfr1107"
"1898","Olfr1109"
"1899","Olfr259"
"1900","Olfr1110"
"1901","Olfr1111"
"1902","Olfr1112"
"1903","Olfr1113"
"1904","Olfr1115"
"1905","Olfr1118"
"1906","Olfr1120"
"1907","Olfr1121"
"1908","Olfr1122"
"1909","Olfr1123"
"1910","Olfr1124"
"1911","Olfr1126"
"1912","Pramel7"
"1913","Pramel6"
"1914","Olfr153"
"1915","Olfr1128"
"1916","Olfr1129"
"1917","Olfr1130"
"1918","Olfr1131"
"1919","Olfr1132"
"1920","Olfr1133"
"1921","Gm13741"
"1922","Olfr1134"
"1923","Olfr1135"
"1924","Olfr1136"
"1925","Olfr1137"
"1926","Olfr1138"
"1927","Olfr1140"
"1928","Olfr1141"
"1929","Olfr152"
"1930","Olfr1143"
"1931","Olfr1145"
"1932","Olfr1148"
"1933","Olfr1151"
"1934","Olfr1152"
"1935","Olfr1153"
"1936","Olfr1154"
"1937","Olfr1155"
"1938","Olfr1156"
"1939","Olfr1157"
"1940","Olfr74"
"1941","Olfr1158"
"1942","Olfr1160"
"1943","Olfr1161"
"1944","Olfr73"
"1945","Olfr1162"
"1946","Olfr1163"
"1947","Olfr1164"
"1948","Olfr1166"
"1949","Olfr1167"
"1950","Olfr1168"
"1951","Olfr1170"
"1952","Olfr1173"
"1953","Olfr1176"
"1954","Olfr1178"
"1955","Olfr1179"
"1956","Olfr1180"
"1957","Olfr1181"
"1958","Gm13757"
"1959","Olfr1182"
"1960","Olfr1183"
"1961","Olfr1184"
"1962","Olfr1186"
"1963","Olfr1187-ps1"
"1964","Olfr1188"
"1965","Olfr1189"
"1966","Olfr1193"
"1967","Olfr1195"
"1968","Olfr1196"
"1969","Olfr1197"
"1970","Olfr1198"
"1971","Olfr1199"
"1972","Olfr1200"
"1973","Olfr1201"
"1974","Olfr1202"
"1975","Olfr1205"
"1976","Olfr1204"
"1977","Olfr1206"
"1978","Olfr1208"
"1979","Olfr1209"
"1980","Olfr1211"
"1981","Olfr1212"
"1982","Olfr1213"
"1983","Gm13762"
"1984","Olfr1214"
"1985","Olfr1215"
"1986","Olfr1216"
"1987","Olfr1217"
"1988","Olfr1218"
"1989","Olfr1219"
"1990","Olfr1220"
"1991","Olfr1221"
"1992","Olfr1222"
"1993","Olfr1223"
"1994","Olfr1224-ps1"
"1995","Olfr1225"
"1996","Olfr1226"
"1997","Olfr1228"
"1998","Olfr1229"
"1999","Olfr1230"
"2000","Olfr1231"
"2001","Olfr1232"
"2002","Olfr1233"
"2003","Olfr1234"
"2004","Olfr1238"
"2005","Olfr1239"
"2006","Olfr1240"
"2007","Olfr1241"
"2008","Olfr1242"
"2009","Olfr1243"
"2010","Olfr1245"
"2011","Olfr1246"
"2012","Olfr1247"
"2013","Olfr1248"
"2014","Olfr1249"
"2015","Olfr1250"
"2016","Olfr1251"
"2017","Olfr1252"
"2018","Olfr1253"
"2019","Olfr1254"
"2020","Olfr1255"
"2021","Olfr1256"
"2022","Olfr48"
"2023","Olfr1257"
"2024","Olfr1258"
"2025","Olfr1259"
"2026","Olfr1260"
"2027","Olfr1261"
"2028","Olfr1262"
"2029","Olfr1263"
"2030","Olfr1264"
"2031","Olfr1265"
"2032","Olfr140"
"2033","Olfr1269"
"2034","Olfr32"
"2035","Olfr1270"
"2036","Olfr1506"
"2037","Olfr142"
"2038","Olfr1271"
"2039","Olfr1272"
"2040","Gm13769"
"2041","Ptprj"
"2042","Nup160"
"2043","Fnbp4"
"2044","Agbl2"
"2045","Mtch2"
"2046","C1qtnf4"
"2047","Ndufs3"
"2048","Kbtbd4"
"2049","Celf1"
"2050","Rapsn"
"2051","Psmc3"
"2052","Slc39a13"
"2053","Spi1"
"2054","Mybpc3"
"2055","Madd"
"2056","Nr1h3"
"2057","Acp2"
"2058","Ddb2"
"2059","Pacsin3"
"2060","Arfgap2"
"2061","1110051M20Rik"
"2062","Lrp4"
"2063","Ckap5"
"2064","F2"
"2065","Zfp408"
"2066","Arhgap1"
"2067","Atg13"
"2068","Harbi1"
"2069","Ambra1"
"2070","Chrm4"
"2071","Mdk"
"2072","Dgkz"
"2073","Gm9821"
"2074","Creb3l1"
"2075","Phf21a"
"2076","Gyltl1b"
"2077","Pex16"
"2078","1700029I15Rik"
"2079","Mapk8ip1"
"2080","Cry2"
"2081","Slc35c1"
"2082","Chst1"
"2083","Syt13"
"2084","Prdm11"
"2085","Trp53i11"
"2086","Tspan18"
"2087","Cd82"
"2088","Gm10803"
"2089","Alx4"
"2090","Ext2"
"2091","Accs"
"2092","Accsl"
"2093","Gm13889"
"2094","Gm27027"
"2095","Alkbh3"
"2096","Hsd17b12"
"2097","Ttc17"
"2098","Api5"
"2099","Lrrc4c"
"2100","Gm10801"
"2101","Gm10800"
"2102","B230118H07Rik"
"2103","Rag2"
"2104","Rag1"
"2105","Traf6"
"2106","Prr5l"
"2107","Commd9"
"2108","Ldlrad3"
"2109","Trim44"
"2110","Fjx1"
"2111","Pamr1"
"2112","Slc1a2"
"2113","Cd44"
"2114","Pdhx"
"2115","Apip"
"2116","Ehf"
"2117","Elf5"
"2118","Cat"
"2119","Abtb2"
"2120","Nat10"
"2121","Caprin1"
"2122","Lmo2"
"2123","4931422A03Rik"
"2124","Fbxo3"
"2125","Gm10912"
"2126","Gm10799"
"2127","Cd59b"
"2128","Cd59a"
"2129","A930018P22Rik"
"2130","D430041D05Rik"
"2131","Hipk3"
"2132","Cstf3"
"2133","Tcp11l1"
"2134","Pin1rt1"
"2135","Depdc7"
"2136","Qser1"
"2137","Prrg4"
"2138","Ccdc73"
"2139","Eif3m"
"2140","Gm11060"
"2141","Wt1"
"2142","Them7"
"2143","Rcn1"
"2144","Pax6"
"2145","Elp4"
"2146","Immp1l"
"2147","Dnajc24"
"2148","Mpped2"
"2149","Arl14ep"
"2150","Fshb"
"2151","Kcna4"
"2152","Mettl15"
"2153","Kif18a"
"2154","Bdnf"
"2155","Lin7c"
"2156","Lgr4"
"2157","Ccdc34"
"2158","Bbox1"
"2159","Fibin"
"2160","Slc5a12"
"2161","Ano3"
"2162","Muc15"
"2163","Gm13941"
"2164","Gm15130"
"2165","4930430A15Rik"
"2166","Olfr1275"
"2167","Olfr1276"
"2168","Olfr1277"
"2169","Olfr1278"
"2170","Olfr1279"
"2171","Olfr1280"
"2172","Olfr1281"
"2173","Olfr1282"
"2174","Olfr1283"
"2175","Olfr1284"
"2176","Olfr1286"
"2177","Olfr1287"
"2178","Olfr1288"
"2179","Olfr1289"
"2180","Olfr1290"
"2181","Olfr1294"
"2182","Olfr1295"
"2183","Olfr1297"
"2184","Olfr1298"
"2185","Olfr1299"
"2186","Olfr1301"
"2187","Olfr1302"
"2188","Olfr1303"
"2189","Olfr1305"
"2190","Olfr1306"
"2191","Olfr1307"
"2192","Olfr1308"
"2193","Olfr1309"
"2194","Olfr1310"
"2195","Olfr1311"
"2196","Olfr1312"
"2197","Olfr1313"
"2198","Olfr1314"
"2199","Olfr1316"
"2200","Olfr1317"
"2201","Olfr1318"
"2202","Lpcat4"
"2203","Nutm1"
"2204","Nop10"
"2205","Slc12a6"
"2206","Gm21985"
"2207","Emc4"
"2208","Katnbl1"
"2209","Emc7"
"2210","Chrm5"
"2211","Aven"
"2212","Ryr3"
"2213","Tmco5b"
"2214","Fmn1"
"2215","FMN1"
"2216","Grem1"
"2217","Scg5"
"2218","Arhgap11a"
"2219","Gjd2"
"2220","Actc1"
"2221","Aqr"
"2222","Zfp770"
"2223","Dph6"
"2224","BC052040"
"2225","Meis2"
"2226","Tmco5"
"2227","Spred1"
"2228","Fam98b"
"2229","Rasgrp1"
"2230","Thbs1"
"2231","Fsip1"
"2232","Gpr176"
"2233","Eif2ak4"
"2234","Srp14"
"2235","Bmf"
"2236","Bub1b"
"2237","Pak6"
"2238","Ankrd63"
"2239","Plcb2"
"2240","A430105I19Rik"
"2241","Phgr1"
"2242","Disp2"
"2243","Knstrn"
"2244","Ivd"
"2245","Bahd1"
"2246","Chst14"
"2247","Ccdc32"
"2248","Rpusd2"
"2249","Casc5"
"2250","Rad51"
"2251","Rmdn3"
"2252","Gchfr"
"2253","Dnajc17"
"2254","Gm14137"
"2255","Zfyve19"
"2256","Ppp1r14d"
"2257","Spint1"
"2258","Rhov"
"2259","Vps18"
"2260","Dll4"
"2261","Chac1"
"2262","Ino80"
"2263","Exd1"
"2264","Chp1"
"2265","Oip5"
"2266","Nusap1"
"2267","Ndufaf1"
"2268","Rtf1"
"2269","Itpka"
"2270","Ltk"
"2271","Rpap1"
"2272","Tyro3"
"2273","Mga"
"2274","Mapkbp1"
"2275","Jmjd7"
"2276","Gm28042"
"2277","Pla2g4b"
"2278","Sptbn5"
"2279","Ehd4"
"2280","Pla2g4e"
"2281","Pla2g4d"
"2282","Pla2g4f"
"2283","Vps39"
"2284","Tmem87a"
"2285","Ganc"
"2286","Capn3"
"2287","Zfp106"
"2288","Snap23"
"2289","Lrrc57"
"2290","Haus2"
"2291","Stard9"
"2292","Cdan1"
"2293","Ttbk2"
"2294","Ubr1"
"2295","Tmem62"
"2296","Ccndbp1"
"2297","Epb4.2"
"2298","Tgm5"
"2299","Tgm7"
"2300","Lcmt2"
"2301","Adal"
"2302","Zscan29"
"2303","Tubgcp4"
"2304","Trp53bp1"
"2305","Map1a"
"2306","Ppip5k1"
"2307","Ckmt1"
"2308","Strc"
"2309","Catsper2"
"2310","Pdia3"
"2311","Ell3"
"2312","Serinc4"
"2313","Serf2"
"2314","Hypk"
"2315","Mfap1b"
"2316","Mfap1a"
"2317","Wdr76"
"2318","Frmd5"
"2319","Casc4"
"2320","Mageb3"
"2321","Ctdspl2"
"2322","Eif3j1"
"2323","Spg11"
"2324","Patl2"
"2325","B2m"
"2326","Trim69"
"2327","4933406J08Rik"
"2328","Sord"
"2329","Duox2"
"2330","Duoxa2"
"2331","Duoxa1"
"2332","Duox1"
"2333","Shf"
"2334","Slc28a2"
"2335","Gm14085"
"2336","Gatm"
"2337","AA467197"
"2338","Slc30a4"
"2339","Bloc1s6"
"2340","Sqrdl"
"2341","Sema6d"
"2342","Slc24a5"
"2343","Myef2"
"2344","Ctxn2"
"2345","Slc12a1"
"2346","Dut"
"2347","Fbn1"
"2348","Gm9913"
"2349","Cep152"
"2350","Shc4"
"2351","Eid1"
"2352","Secisbp2l"
"2353","Cops2"
"2354","Galk2"
"2355","Fam227b"
"2356","Fgf7"
"2357","Dtwd1"
"2358","Gm17555"
"2359","Atp8b4"
"2360","Slc27a2"
"2361","Hdc"
"2362","Gabpb1"
"2363","Usp8"
"2364","Usp50"
"2365","Trpm7"
"2366","Sppl2a"
"2367","Ap4e1"
"2368","Blvra"
"2369","Ncaph"
"2370","Itpripl1"
"2371","1810024B03Rik"
"2372","Snrnp200"
"2373","Ciao1"
"2374","Tmem127"
"2375","Stard7"
"2376","Dusp2"
"2377","Astl"
"2378","Adra2b"
"2379","Gpat2"
"2380","Fahd2a"
"2381","Kcnip3"
"2382","Prom2"
"2383","Zfp661"
"2384","Mrps5"
"2385","Mal"
"2386","Mall"
"2387","Nphp1"
"2388","1500011K16Rik"
"2389","Bub1"
"2390","Acoxl"
"2391","Bcl2l11"
"2392","Gm29010"
"2393","Gm355"
"2394","Anapc1"
"2395","Mertk"
"2396","Tmem87b"
"2397","Fbln7"
"2398","Zc3h8"
"2399","Gm10762"
"2400","Zc3h6"
"2401","Gm14025"
"2402","Ttl"
"2403","Polr1b"
"2404","Chchd5"
"2405","Slc20a1"
"2406","Ckap2l"
"2407","Il1a"
"2408","Il1b"
"2409","F830045P16Rik"
"2410","Sirpa"
"2411","Pdyn"
"2412","Stk35"
"2413","Tgm3"
"2414","Tgm6"
"2415","Snrpb"
"2416","Tmc2"
"2417","Nop56"
"2418","Idh3b"
"2419","Ebf4"
"2420","Cpxm1"
"2421","Gm28372"
"2422","1700020A23Rik"
"2423","Tmem239"
"2424","Pced1a"
"2425","Vps16"
"2426","Ptpra"
"2427","Mrps26"
"2428","Oxt"
"2429","Avp"
"2430","Ubox5"
"2431","Fastkd5"
"2432","Lzts3"
"2433","Ddrgk1"
"2434","Itpa"
"2435","Slc4a11"
"2436","4930402H24Rik"
"2437","Atrn"
"2438","Gfra4"
"2439","Adam33"
"2440","Siglec1"
"2441","Hspa12b"
"2442","Gm11037"
"2443","1700037H04Rik"
"2444","Spef1"
"2445","Cenpb"
"2446","Cdc25b"
"2447","Ap5s1"
"2448","Mavs"
"2449","Pank2"
"2450","Rnf24"
"2451","Smox"
"2452","Adra1d"
"2453","Erv3"
"2454","Prnp"
"2455","Gm28045"
"2456","Prnd"
"2457","Rassf2"
"2458","Slc23a2"
"2459","Tmem230"
"2460","Pcna"
"2461","Cds2"
"2462","Prokr2"
"2463","Gpcpd1"
"2464","1110034G24Rik"
"2465","Chgb"
"2466","Trmt6"
"2467","Mcm8"
"2468","Crls1"
"2469","Lrrn4"
"2470","Fermt1"
"2471","Bmp2"
"2472","Hao1"
"2473","Tmx4"
"2474","Plcb1"
"2475","Plcb4"
"2476","Lamp5"
"2477","Pak7"
"2478","Ankef1"
"2479","Snap25"
"2480","Mkks"
"2481","Slx4ip"
"2482","Jag1"
"2483","Btbd3"
"2484","Sptlc3"
"2485","Ism1"
"2486","Tasp1"
"2487","Esf1"
"2488","Gm17374"
"2489","Ndufaf5"
"2490","Sel1l2"
"2491","Macrod2"
"2492","Flrt3"
"2493","Kif16b"
"2494","Snrpb2"
"2495","Otor"
"2496","Pcsk2"
"2497","Bfsp1"
"2498","Dstn"
"2499","Rrbp1"
"2500","Banf2"
"2501","Snx5"
"2502","Mgme1"
"2503","Ovol2"
"2504","Csrp2bp"
"2505","Pet117"
"2506","Dzank1"
"2507","Polr3f"
"2508","Rbbp9"
"2509","Sec23b"
"2510","Gm561"
"2511","Dtd1"
"2512","Scp2d1"
"2513","Slc24a3"
"2514","Rin2"
"2515","Naa20"
"2516","Crnkl1"
"2517","Cfap61"
"2518","Insm1"
"2519","Ralgapa2"
"2520","Kiz"
"2521","Xrn2"
"2522","Nkx2-4"
"2523","Nkx2-2"
"2524","Pax1"
"2525","Foxa2"
"2526","Sstr4"
"2527","Thbd"
"2528","Cd93"
"2529","Nxt1"
"2530","Gzf1"
"2531","Napb"
"2532","Cstl1"
"2533","Cst11"
"2534","8030411F24Rik"
"2535","Cst12"
"2536","Cst8"
"2537","Cst13"
"2538","Cst9"
"2539","9230104L09Rik"
"2540","Cst3"
"2541","Gm1330"
"2542","Gm10750"
"2543","Cst10"
"2544","Syndig1"
"2545","C530025M09Rik"
"2546","Zfp120"
"2547","Gm10770"
"2548","Gm14139"
"2549","Zfp937"
"2550","Gm21994"
"2551","Gm14124"
"2552","3300002I08Rik"
"2553","Gm10130"
"2554","Zfp442"
"2555","Zfp345"
"2556","Cst7"
"2557","Apmap"
"2558","Acss1"
"2559","Vsx1"
"2560","Entpd6"
"2561","Pygb"
"2562","Abhd12"
"2563","Gins1"
"2564","Ninl"
"2565","Nanp"
"2566","Gm14151"
"2567","Gm14147"
"2568","4921509C19Rik"
"2569","Nsfl1c"
"2570","Fkbp1a"
"2571","Sdcbp2"
"2572","Snph"
"2573","Rad21l"
"2574","Tmem74b"
"2575","Psmf1"
"2576","Rspo4"
"2577","Angpt4"
"2578","Fam110a"
"2579","Slc52a3"
"2580","Scrt2"
"2581","Srxn1"
"2582","Tcf15"
"2583","Csnk2a1"
"2584","Tbc1d20"
